ID,PTM_count,Phosphorylation_MSD,Glycosylation_MSD,Ubiquitination_MSD,SUMOylation_MSD,Acetyllysine_MSD,Palmitoylation_MSD,Hydroxylation_MSD,Methylation_MSD,Pyrrolidone_carboxylic_acid_MSD
Q96M27,12,1,1,0,0,0,0,0,1,0
Q8TC59,32,1,1,0,1,1,0,0,1,0
P04070,8,1,1,0,0,0,0,0,0,0
P07988,4,1,1,0,0,0,0,0,0,0
P12272,7,1,0,0,0,0,0,0,0,0
Q5JS54,2,0,1,0,1,0,0,0,0,0
Q6GMV3,1,0,0,0,0,0,0,0,1,0
Q92729,29,1,1,0,1,0,0,0,1,0
P0C7L1,1,0,1,0,0,0,0,0,0,0
P18084,17,1,1,0,0,0,0,1,0,0
Q0VF49,34,1,1,1,0,0,0,0,0,1
Q14532,14,1,0,0,1,0,1,1,0,0
P28290,57,1,1,0,1,0,0,1,1,0
P49441,1,0,1,0,0,0,0,0,0,0
O15327,12,1,0,0,1,0,0,0,0,0
Q9BY32,1,0,0,0,1,0,0,0,0,0
P05111,8,1,1,0,0,0,0,0,0,1
A1A4Y4,2,1,1,0,0,0,0,0,0,0
Q96NJ5,8,1,1,0,0,0,0,0,0,0
Q7Z7F0,17,1,1,0,1,0,0,1,1,0
Q13557,21,1,1,0,0,1,1,0,0,1
Q86SY8,1,0,0,0,0,0,1,0,0,0
Q96L42,24,1,1,0,1,0,0,0,0,0
P33176,20,1,1,0,1,0,0,0,1,1
Q14012,11,1,1,1,1,0,0,1,0,0
Q9P2N6,14,1,1,0,0,0,0,0,1,0
A5PL33,40,1,1,0,1,0,0,1,1,0
P30085,7,1,1,0,1,1,0,0,1,0
Q6ZNG9,12,1,1,0,0,1,1,0,0,0
P0DSN7,5,0,1,0,0,0,1,0,1,1
P01611,5,0,1,0,0,0,1,0,1,1
Q6UYE1,2,1,0,0,0,0,0,0,1,0
Q86YQ2,2,1,0,0,0,0,0,0,0,1
Q6DKI2,9,1,1,0,0,0,0,0,1,1
O75610,4,1,1,0,0,0,0,0,0,0
Q9BWQ8,3,0,1,0,0,0,0,0,0,1
O95202,15,1,1,0,1,1,1,0,1,1
Q8IX19,5,1,1,0,1,0,0,0,0,0
O43708,5,1,1,0,0,1,0,0,0,1
Q49MG5,24,1,1,0,1,0,0,0,0,0
Q13233,46,1,1,0,1,0,0,1,1,1
Q9BY19,4,1,1,0,0,0,0,0,0,0
P57077,3,0,1,0,1,0,0,0,0,0
Q9NX47,1,0,1,0,0,0,0,0,0,0
Q96JG8,16,1,1,0,0,0,0,0,1,0
Q5J8X5,3,1,0,0,0,0,0,0,0,1
P61244,12,1,1,0,0,1,0,0,0,0
P21145,1,0,0,0,0,0,0,0,0,1
A6NDZ8,4,1,0,0,0,0,0,0,0,1
Q8IZL2,51,1,1,0,1,0,0,1,1,0
Q13495,18,1,1,0,0,0,0,0,1,0
Q96EY5,10,1,1,0,0,0,0,0,1,0
Q9H1A3,4,1,1,0,0,0,0,0,1,0
Q96QH8,2,0,0,0,1,0,0,0,1,0
P43355,5,1,1,0,0,0,1,0,0,1
P43356,4,1,1,0,0,0,0,0,0,1
P20700,24,1,1,0,0,1,0,1,1,0
Q96S90,15,1,1,0,0,0,0,0,1,1
O15479,6,1,1,0,1,0,0,0,0,0
Q92686,5,1,0,0,0,0,1,0,1,0
Q8N912,6,1,1,0,0,0,1,0,0,0
O75900,13,1,1,0,0,0,0,0,1,0
P39900,4,0,1,0,0,0,1,0,0,0
B2RBV5,9,1,0,0,1,0,1,1,0,0
Q13614,9,1,1,0,0,0,1,0,1,0
Q8N1T3,11,1,1,0,1,1,0,0,1,1
Q01538,44,1,1,0,1,0,0,0,0,0
Q8TD19,24,1,1,0,1,0,0,0,1,0
Q8NBF2,9,1,1,0,0,0,0,0,1,0
Q96G61,7,1,1,0,0,0,1,1,1,0
Q86X67,3,0,1,0,0,0,1,0,0,0
Q0GE19,3,0,1,0,1,0,0,0,0,0
P53370,5,1,0,0,1,0,0,0,1,1
P03915,7,0,1,0,0,0,0,0,0,1
Q9HC10,34,1,1,0,1,1,1,0,1,0
Q86Y26,36,1,1,0,1,0,0,1,1,1
P0C7N8,3,0,1,0,0,0,0,0,0,1
Q8NH94,3,0,1,0,0,0,1,0,0,0
Q9GZM6,2,0,1,0,0,0,0,0,0,1
Q8NGJ4,2,0,1,0,1,0,0,0,0,0
Q8NGN6,2,0,1,0,0,0,0,0,0,0
Q8NGX3,1,0,1,0,0,0,0,0,0,0
Q8NGK2,1,0,1,0,0,0,0,0,0,0
Q9H208,1,0,0,0,0,0,1,0,0,0
Q8NGF4,1,0,1,0,0,0,0,0,0,0
Q8NGN3,1,0,1,0,0,0,0,0,0,0
Q9Y5P8,9,1,1,0,0,0,0,0,0,0
P0DN81,2,0,1,0,0,0,1,0,0,0
A1E959,17,1,1,0,0,0,0,0,0,1
Q9BYE7,4,1,1,0,1,0,0,0,0,0
Q5T2S8,22,1,1,0,1,0,0,0,1,0
Q9UGF5,4,0,1,0,0,0,1,0,0,0
Q8WVF1,3,1,0,0,1,0,0,0,0,0
Q8NGY9,4,0,1,0,0,0,1,0,0,1
Q9HCR9,17,1,1,0,1,0,0,0,1,0
Q01064,11,1,1,0,0,0,0,0,0,1
Q9Y5H2,10,1,1,0,0,0,0,0,1,1
A0A0X1KG70,2,0,1,0,0,0,1,0,0,0
P40855,10,1,1,0,0,0,0,1,0,0
Q14442,3,1,0,0,0,0,0,0,0,0
Q8TCI5,7,1,0,0,0,0,1,0,1,0
P54886,9,1,1,1,0,0,1,0,0,0
Q86X59,14,1,1,0,0,0,0,1,1,0
Q6VVX0,2,0,1,0,0,0,0,0,0,1
P61566,18,1,1,0,0,0,1,0,0,1
Q9NT22,16,1,1,0,0,0,0,0,1,1
Q6EEV4,5,1,1,0,0,0,0,0,1,0
Q9NQX3,18,1,1,0,0,0,0,0,0,0
Q9NS66,10,1,1,0,0,0,1,1,1,0
P63092,7,1,1,1,0,1,1,0,0,0
Q7Z5G4,2,0,0,0,0,0,1,0,0,0
P51810,7,1,1,0,0,0,1,0,0,1
P48637,3,1,1,0,0,0,0,0,0,0
P11169,3,1,1,0,0,0,0,0,0,1
Q71UI9,6,0,1,1,0,1,0,0,0,0
Q9UBI9,16,1,1,0,1,0,0,1,1,0
Q58FF7,17,1,1,0,0,1,0,0,1,0
P31269,7,1,1,0,1,0,0,0,1,0
O60921,3,0,1,0,1,0,0,0,0,0
Q99081,37,1,1,0,1,0,0,0,1,1
P0DTW3,1,0,0,0,0,0,0,0,0,1
Q9UJY1,8,1,1,0,0,1,0,0,1,0
Q9BUJ2,43,1,1,0,1,0,0,1,1,0
P32881,3,1,0,0,0,1,0,0,0,0
Q14005,44,1,1,0,0,0,1,0,1,1
Q9NWZ3,15,1,1,0,1,0,0,0,1,0
Q8WWU7,2,1,0,0,0,0,0,0,0,0
Q06033,9,1,1,0,1,1,0,0,0,0
P17275,25,1,1,0,1,0,1,0,1,0
Q8NBE8,5,1,1,0,0,0,1,0,0,0
Q8N239,8,1,0,1,0,0,0,0,1,1
P15382,5,1,1,0,0,0,0,0,0,0
Q2KJY2,91,1,1,0,1,1,0,1,1,0
Q9NSB4,9,1,1,0,0,0,0,0,1,1
B7ZC32,13,1,1,0,1,0,0,0,0,0
Q9BYR2,23,0,0,0,0,0,1,1,0,0
Q9BYQ7,19,0,0,0,0,0,1,1,0,0
Q9NPI9,4,1,1,0,0,0,0,0,0,0
Q6L8H1,21,0,1,0,0,0,1,1,0,0
Q3LI64,4,0,1,0,0,0,1,0,0,0
O60256,10,1,1,0,0,0,1,0,0,0
P04432,5,0,1,0,0,0,1,0,1,1
P12532,4,1,0,0,0,0,0,0,0,0
Q9UBD5,11,1,1,0,1,1,1,0,0,0
A0A2R8YFM6,6,0,1,0,0,0,0,0,0,0
Q8NGI9,1,0,1,0,0,0,0,0,0,0
O43614,13,1,1,0,1,0,1,0,0,1
Q16620,19,1,1,0,1,0,0,0,0,0
P47890,2,1,1,0,0,0,0,0,0,0
P0DMB1,11,1,0,0,0,0,1,1,0,1
Q96R28,3,1,1,0,0,0,0,0,0,0
Q6ZW49,15,1,1,0,1,0,0,0,0,1
Q96FC7,10,1,1,0,0,0,0,1,0,0
Q8WUA2,11,1,1,0,1,0,0,0,1,0
Q92871,7,1,1,0,0,0,0,0,1,1
Q9UQG0,13,1,1,0,1,0,0,0,1,0
O14939,14,1,1,0,0,0,1,0,0,0
Q96HM7,10,1,1,0,1,0,0,0,1,0
O95521,6,0,1,0,0,0,1,1,0,1
O95522,3,0,1,0,0,0,1,0,0,0
Q6P2Q9,25,1,1,0,1,1,0,0,1,0
Q9NRG1,3,1,1,0,0,0,0,0,0,0
Q9H7J1,7,1,1,0,0,0,0,1,0,0
Q9UJV8,11,1,0,0,1,0,0,0,1,0
O43653,3,0,1,0,0,0,0,0,0,0
Q9UKA9,9,1,1,0,0,1,0,0,1,0
P78395,4,1,1,0,0,0,1,0,0,0
Q14671,27,1,1,0,1,1,1,1,1,1
P21246,1,0,0,0,1,0,0,0,0,0
P0DMW2,1,1,0,0,0,0,0,0,0,0
Q14807,18,1,1,0,1,0,0,0,0,0
Q9H7L2,9,1,1,0,0,0,0,0,0,1
Q03426,4,1,0,0,0,0,0,0,0,1
A0A075B6S4,4,0,1,0,0,0,1,0,1,1
P48357,33,1,1,0,1,0,1,0,0,0
Q13136,42,1,1,0,1,0,1,0,0,1
O95237,2,1,1,0,0,0,0,0,0,0
P54315,3,1,0,0,0,0,0,0,0,0
Q9Y333,1,0,0,1,0,0,0,0,0,0
O95777,2,1,1,0,0,0,0,0,0,0
Q86TE4,7,1,1,0,0,0,0,0,0,1
A0A075B6J1,3,1,1,0,0,0,0,0,0,1
Q5TIA1,11,1,1,0,1,0,0,0,0,1
Q9GZU1,17,1,1,0,0,0,1,1,1,0
P0C7V9,2,1,1,0,0,0,0,0,0,0
Q9BUT9,6,1,1,0,0,0,0,0,1,0
Q96EH3,4,1,0,0,1,0,0,0,0,0
Q03112,37,1,1,0,1,0,0,0,0,0
P41968,6,0,1,0,1,0,1,0,0,0
O43462,2,0,1,0,1,0,0,0,0,0
Q8WZ33,3,1,0,0,0,0,1,0,0,0
Q8IV50,17,1,1,0,1,0,0,0,0,0
Q8WXG6,52,1,1,0,1,0,0,0,0,1
Q9NX63,9,1,1,0,0,1,0,0,0,0
P24347,3,1,0,0,0,0,0,0,1,0
P55081,25,1,1,0,0,0,0,0,0,0
Q5T2T1,6,1,1,0,1,0,0,0,0,0
Q2M385,6,1,1,0,0,0,0,0,0,0
Q96LB1,3,1,1,0,0,0,0,0,0,0
Q9HCE1,12,1,1,0,0,0,1,1,0,1
Q8NDA8,8,1,1,0,1,0,0,0,0,1
O15374,10,1,1,0,1,0,0,0,0,0
Q6ZUA9,13,1,1,0,1,0,1,0,0,1
Q92887,24,1,1,0,1,0,1,0,0,1
Q70IA6,6,0,1,0,0,0,0,1,1,0
Q96EF0,7,1,1,0,1,1,0,0,0,0
Q9Y216,18,1,1,0,1,0,0,0,0,0
Q96DR8,18,0,1,0,0,0,0,0,0,1
Q9H195,46,1,1,0,1,0,0,0,0,0
Q9H903,4,1,0,0,0,0,0,0,1,0
O60934,23,1,1,0,1,0,0,0,1,0
Q8N7R0,9,1,1,0,0,0,0,0,0,0
Q9H009,7,1,1,0,0,1,0,0,0,0
P04198,20,1,0,0,1,0,0,1,1,0
Q9Y5B8,5,0,1,0,0,0,0,0,0,0
Q8NEV4,26,1,1,0,1,0,1,0,0,0
Q96S97,9,1,1,0,0,0,0,0,0,1
O00533,39,1,1,0,1,0,1,0,0,1
Q9H2Z4,17,1,1,0,0,0,0,1,1,0
Q96PY6,36,1,1,0,1,0,0,0,1,0
Q9UN36,18,1,1,0,0,0,0,1,0,0
Q96G74,33,1,1,0,1,0,1,1,1,1
Q16549,10,1,1,0,1,0,0,0,0,0
Q15032,53,1,1,0,1,0,0,1,1,0
Q9H974,4,0,1,0,0,0,1,0,0,0
O75192,1,0,1,0,0,0,0,0,0,0
Q9H427,8,1,0,0,0,0,0,1,1,0
Q9BW19,12,1,1,0,0,0,0,0,0,0
A6NMS7,48,1,1,0,1,0,1,0,0,1
O14960,1,0,0,0,0,0,0,0,1,0
A0A075B6S6,3,1,1,0,0,0,0,0,0,0
Q6UWW0,1,0,0,0,0,0,0,0,0,1
Q8IYD9,14,1,1,0,0,0,0,0,1,0
Q5TDP6,6,1,1,0,1,0,0,0,0,0
Q6ZST4,6,1,1,0,0,0,0,0,1,0
Q96DT0,2,1,0,0,0,0,0,0,0,0
Q5TA77,15,1,1,0,0,0,1,1,0,0
Q8N967,9,1,1,0,0,0,0,1,0,1
Q6P1Q0,4,1,1,0,0,1,0,0,0,0
P55344,4,1,1,0,0,0,0,0,0,1
P28300,8,1,1,0,0,0,0,0,1,1
Q9BTT4,1,0,0,0,0,1,0,0,0,0
O60663,17,1,1,0,1,1,1,0,0,0
Q96T17,44,1,1,0,1,1,0,0,1,1
P62312,3,1,0,0,0,1,0,0,1,0
Q9UK45,1,1,0,0,0,0,0,0,0,0
Q14814,17,1,1,0,1,1,0,0,0,0
P50579,5,1,0,0,0,0,0,0,0,0
Q8N3Y3,9,1,1,0,1,0,1,0,1,0
Q6ZN16,13,1,1,0,0,0,0,0,0,0
Q16644,7,1,1,0,1,0,0,0,0,0
Q14D04,19,1,1,0,0,1,0,0,0,0
Q1X8D7,15,1,1,0,0,0,0,0,0,1
O15021,116,1,1,0,1,0,0,0,1,1
P35410,7,0,1,0,0,0,1,0,1,1
Q9NXL9,35,1,1,0,0,0,0,0,0,0
Q14703,19,1,1,0,1,0,1,0,1,0
Q13021,3,1,1,0,0,0,0,1,0,0
P09238,6,1,1,0,0,0,1,0,1,0
Q9BYG3,13,1,1,0,1,0,0,0,0,0
P20585,19,1,1,0,0,0,0,1,1,0
Q29980,8,0,1,0,0,0,1,0,0,0
Q13421,9,1,1,0,0,0,0,0,0,1
O60906,4,1,1,0,0,0,0,0,0,0
Q8NGC5,6,1,1,0,0,0,0,1,0,0
Q8IZS5,7,1,1,0,0,0,0,0,1,0
Q8TDS5,7,1,1,0,0,0,1,0,1,0
Q9Y5N6,2,1,0,0,0,0,0,0,0,0
Q8NH69,3,0,1,0,0,0,0,0,0,0
Q9HBI0,8,1,1,0,1,0,0,0,0,0
Q5VY43,46,1,1,0,0,0,0,1,0,1
Q8TF01,29,1,1,0,1,0,0,0,1,0
O14495,4,1,1,0,0,1,0,0,0,0
Q96N28,3,1,1,0,0,0,0,0,1,0
Q9HBV1,3,1,1,0,0,0,0,0,0,0
Q9NUX5,10,1,1,0,0,0,0,0,1,0
O15162,13,1,1,0,0,0,1,1,1,0
Q9ULU4,45,1,1,0,1,1,0,0,0,0
Q9NUQ2,4,1,1,0,0,1,0,0,0,0
Q92620,32,1,1,0,1,0,0,0,0,1
Q96KF2,2,0,0,0,0,0,1,0,1,0
Q8TAP8,8,1,0,0,0,0,1,0,0,1
Q9NQV7,29,1,1,0,0,0,0,0,1,0
Q8TCU6,31,1,1,0,1,1,0,1,1,0
Q9Y6C5,16,1,1,0,0,0,0,0,1,1
O43242,12,1,1,1,0,0,0,1,1,1
P18031,15,1,1,0,1,0,0,0,0,0
P29350,10,1,1,0,0,0,0,0,1,0
P38571,6,0,1,0,0,0,0,0,0,0
O75145,39,1,1,0,1,0,1,0,0,1
P00338,14,1,1,0,1,1,0,0,0,0
Q01650,7,1,1,1,0,0,0,0,0,0
O95461,16,1,1,0,1,0,1,0,0,1
Q17RB8,15,1,1,0,1,0,1,0,1,0
Q15345,16,1,1,0,1,0,0,0,1,1
Q14693,35,1,1,0,1,0,0,0,0,0
Q96S06,11,1,1,0,0,0,0,0,0,1
P07948,15,1,1,0,0,1,1,0,0,0
O43324,3,0,1,0,0,1,0,0,0,0
Q9H9H5,12,1,0,0,0,0,1,1,1,0
Q9UPN3,111,1,1,1,1,1,0,0,0,1
Q99687,6,1,1,0,1,0,0,0,0,0
Q14676,114,1,1,0,1,1,0,0,1,1
P49736,18,1,1,0,0,1,0,0,1,1
Q8TD91,18,1,1,0,0,0,1,0,1,0
P33992,9,1,0,0,1,1,0,0,0,0
O60732,27,1,0,0,0,0,0,0,0,1
Q9NUK0,2,0,1,0,0,0,0,0,0,0
Q5I0G3,7,1,1,0,1,0,0,0,1,0
P33993,10,1,1,0,0,0,0,0,1,0
A6NE82,5,1,0,0,0,0,0,0,0,1
Q05195,9,1,1,0,0,0,0,0,0,0
Q9BQG0,36,1,1,0,0,0,0,0,0,1
Q5TF39,9,1,1,0,0,0,1,0,0,1
Q6N075,4,1,1,0,0,0,0,0,0,1
Q8NAN2,10,1,1,0,0,0,1,1,0,0
Q13219,34,1,1,0,1,0,0,1,0,1
Q96S19,1,1,0,0,0,0,0,0,0,0
O15438,23,1,1,0,1,0,1,0,0,1
P00387,5,1,1,0,0,1,0,0,0,0
Q7Z5D8,4,1,1,0,0,0,1,0,0,0
A6NI61,7,1,0,0,0,0,1,1,0,0
Q9UBC5,11,1,1,0,1,0,1,0,1,0
Q9Y6K9,21,1,0,1,0,0,1,0,0,1
P48552,50,1,1,0,1,1,0,0,0,1
Q9UHK0,16,1,1,0,1,0,0,0,0,0
A1L443,28,1,1,0,0,0,1,0,1,1
Q7L8S5,5,1,0,0,1,0,0,0,0,0
Q8WZ92,2,0,1,0,0,0,0,0,0,0
P03897,3,1,0,0,0,0,0,0,0,1
Q8NGD3,3,1,1,0,0,0,0,0,0,1
Q86W56,33,1,1,0,0,0,1,1,0,0
Q92521,4,1,1,0,0,0,0,0,0,0
P34995,7,1,1,0,0,0,1,0,0,1
Q8TEM1,31,1,1,0,1,1,0,0,1,0
Q9Y6A1,9,1,1,0,0,0,0,0,1,1
Q9Y570,9,1,1,0,0,0,1,0,1,0
Q6S545,23,1,1,0,0,0,1,1,0,0
Q9H939,5,1,1,0,0,0,0,0,0,0
B7ZBB8,9,1,1,0,0,0,0,1,0,0
Q7Z2D5,35,1,1,0,0,1,0,0,0,1
O00329,10,1,1,0,1,1,0,0,0,0
O94827,30,1,1,0,0,0,0,0,1,1
Q6NUQ1,5,1,1,0,0,0,0,0,0,1
Q9H7P9,57,1,1,0,1,0,0,1,1,1
Q6NYC1,7,1,1,0,1,0,0,0,0,0
Q7Z3Y9,4,0,1,0,1,0,1,0,0,0
Q13797,15,1,1,0,0,0,0,0,0,0
Q0VD86,5,1,0,0,0,0,0,0,0,0
P35568,63,1,1,0,0,0,0,1,1,0
Q92985,10,1,1,0,1,0,0,1,1,0
Q01101,29,1,1,1,0,0,0,1,1,0
O95279,9,1,1,0,0,0,0,0,0,0
P57682,15,1,1,0,1,0,0,0,0,0
P17252,15,1,1,0,1,1,0,0,0,0
Q05513,18,1,1,0,1,0,0,1,1,0
A8MTY7,27,0,1,0,0,0,1,1,0,0
P05162,3,1,1,0,0,0,0,0,1,0
Q8WX39,7,1,1,0,0,0,0,1,0,1
Q7Z4F1,18,1,1,0,1,0,1,1,1,0
Q6VAB6,35,1,1,0,0,0,0,1,0,0
Q8TF66,8,0,1,0,0,0,1,1,0,0
A6NM36,4,1,1,0,0,0,0,0,0,1
Q6NSJ5,8,1,1,0,1,0,0,0,0,1
P09917,5,1,1,0,0,0,0,0,0,1
Q6UWE0,8,1,1,0,1,0,0,0,0,0
P14151,11,1,1,0,0,0,1,0,0,0
Q93052,10,1,1,0,0,0,0,0,1,0
Q9Y4Y9,3,0,1,0,0,0,0,0,0,0
Q6ZN17,6,1,0,0,0,1,0,0,0,0
Q5U623,26,1,1,0,0,0,0,1,0,1
O15232,6,1,0,0,1,0,0,0,1,0
A0A075B6J6,4,1,1,0,0,0,0,0,0,0
Q71F56,54,1,1,0,1,0,0,0,1,0
Q15648,63,1,1,0,1,1,0,1,1,0
Q8N635,7,1,1,0,0,1,0,0,0,0
P20382,3,1,0,0,0,0,1,0,1,0
Q16626,6,1,1,0,0,0,0,0,0,0
Q9Y316,4,1,1,0,0,0,0,0,0,1
Q9NZL9,2,1,1,0,0,0,0,0,0,0
O95402,19,1,0,0,0,0,0,0,0,0
Q00987,16,1,1,0,0,0,1,0,0,0
A6NJ08,4,1,0,0,0,0,0,0,0,1
Q5VYJ5,38,1,1,0,1,0,0,0,0,1
Q6P0Q8,105,1,1,0,1,0,1,1,1,1
Q8N8X9,3,0,1,0,0,0,1,0,0,0
P53985,4,1,0,0,1,0,0,0,0,0
Q86TA1,4,1,1,0,0,0,0,0,0,1
Q96RD1,1,0,1,0,0,0,0,0,0,0
Q16656,11,1,1,0,0,0,0,0,1,1
Q8NH40,4,1,1,0,0,0,1,0,0,1
O60683,4,1,0,0,0,0,0,0,1,1
Q99755,8,1,0,1,0,0,0,0,1,0
Q8TCT1,4,1,0,0,0,0,1,0,0,0
O14737,6,1,0,1,1,0,0,0,0,1
P49023,26,1,1,0,0,0,1,1,0,0
P43088,6,1,1,0,0,0,0,0,0,1
Q8NBT0,6,1,0,0,1,0,1,0,1,0
Q13951,3,1,1,0,0,0,0,0,0,1
Q9H5P4,34,1,0,0,1,0,0,1,1,1
Q969W9,8,0,1,0,0,0,0,1,0,0
Q6T4P5,23,1,1,0,1,0,0,0,1,1
Q9UKL6,2,1,0,0,0,0,1,0,0,0
Q969H6,2,1,1,0,0,0,0,0,0,0
Q00G26,9,1,1,0,0,0,0,0,0,0
Q9UF11,6,1,1,0,0,0,1,0,1,0
Q9UBT6,11,1,1,0,1,0,0,0,0,0
P48651,6,1,1,0,0,0,1,0,0,1
Q96BW5,6,0,1,0,1,0,0,1,0,0
P61289,7,1,0,0,1,1,0,0,0,0
Q12923,84,1,1,0,1,1,0,0,0,1
P17706,8,1,1,0,0,0,0,0,0,0
P23470,43,1,1,0,1,0,1,0,1,0
P53708,25,1,1,0,0,0,1,0,1,1
P35527,59,1,1,0,1,0,1,0,1,0
Q9UPP2,24,1,1,0,1,0,0,0,1,0
P20701,22,1,1,0,0,0,0,0,1,0
Q86VZ6,10,1,1,0,0,1,0,0,0,0
Q96M32,8,1,1,0,1,0,0,0,0,0
Q14641,2,1,0,0,0,0,0,0,0,0
P15260,12,1,1,0,1,0,1,0,0,0
Q9UH77,8,1,1,0,0,0,0,0,0,1
Q9UJ96,7,1,0,0,0,0,0,1,0,0
Q9Y573,5,1,1,0,0,0,1,0,0,0
Q9UQ07,9,1,0,0,1,0,0,0,1,0
P19823,13,1,1,0,1,0,0,0,0,0
Q8IX03,38,1,1,0,1,1,0,0,1,1
P57789,19,1,1,0,0,0,0,1,0,0
Q8IUB9,7,1,1,0,0,0,0,1,1,0
Q04760,2,1,0,0,0,1,0,0,0,0
P22612,10,1,0,0,1,0,0,0,0,0
A0A0A0MRZ7,4,1,1,0,0,0,0,0,0,1
Q5TA76,8,0,0,0,0,0,1,1,1,0
Q13094,15,1,1,0,0,0,0,0,0,0
Q9BV99,4,1,1,0,0,0,0,0,1,0
Q6P9F7,8,1,1,0,0,0,0,0,0,1
O00453,4,1,0,0,0,0,1,0,0,0
O75325,9,1,1,0,0,0,0,0,1,1
A1A4G5,6,1,0,0,0,0,0,0,0,0
Q969L4,1,0,1,0,0,0,0,0,0,0
O75023,15,1,1,0,0,0,0,0,1,1
P0DP58,2,0,1,0,0,0,0,0,0,1
Q9P086,1,1,0,0,0,0,0,0,0,0
O00754,20,1,1,0,1,0,0,0,1,0
P01717,3,1,0,0,0,0,0,0,0,0
Q3KQU3,60,1,1,0,1,0,0,1,1,1
Q9Y6D9,6,1,0,0,1,0,0,0,0,0
Q15013,2,1,1,0,0,0,0,0,0,0
Q16048,1,1,0,0,0,0,0,0,0,0
O00255,6,1,1,0,0,0,0,0,0,0
Q9H992,41,1,1,0,0,0,0,0,1,0
Q68CR7,31,1,1,0,0,0,0,0,0,0
Q9NXJ0,11,0,1,0,0,0,0,0,1,1
C9JLW8,6,1,0,0,0,0,0,0,0,0
P21439,14,1,1,0,0,0,1,0,0,1
Q4ZIN3,22,1,1,0,1,0,0,1,1,0
O43513,5,0,1,0,1,0,0,0,0,0
Q7Z553,16,1,1,0,1,0,0,0,0,1
Q8N4S9,5,1,1,0,0,0,0,0,0,0
Q8IYB1,6,1,1,0,0,0,0,0,1,0
P56270,20,0,1,0,1,0,0,1,1,0
Q9H7H0,7,1,1,0,0,0,0,0,0,0
P30304,23,1,1,0,0,0,0,0,0,0
Q9NXD2,19,1,1,0,1,1,0,0,0,1
Q9Y483,12,1,1,0,1,0,0,0,1,0
Q13126,5,0,1,0,0,0,0,0,0,0
Q6BCY4,3,1,1,0,0,0,0,0,1,0
Q86W28,10,0,1,0,0,0,0,0,0,1
Q6ZNJ1,49,1,1,0,0,0,0,1,0,1
Q9GZM8,18,1,1,0,1,0,1,0,0,1
Q8TBZ2,18,1,1,0,1,0,0,0,0,0
P43490,7,1,1,0,1,0,0,0,0,0
Q96MN2,14,0,1,0,1,0,1,0,0,1
Q9HD67,32,1,1,1,1,1,0,0,0,0
P56597,3,1,1,0,0,0,0,0,0,0
O75592,97,1,1,0,1,1,1,1,1,1
Q5VZE5,12,1,1,0,1,0,0,0,0,1
Q8WV74,6,1,1,0,0,0,1,0,1,0
Q08J23,20,1,1,0,1,1,0,1,0,1
Q5VST9,87,1,1,0,1,1,0,1,1,1
Q8NHA4,3,1,1,0,0,0,1,0,0,0
P30954,3,0,1,0,0,0,1,0,0,0
Q8NH80,1,0,1,0,0,0,0,0,0,0
O60403,1,0,1,0,0,0,0,0,0,0
P58181,3,0,1,0,0,0,0,0,0,1
Q8NH53,2,0,1,0,0,0,0,0,0,1
Q8NH08,3,0,1,0,0,0,0,0,1,0
Q8NGI7,3,0,1,0,0,0,0,0,0,1
Q96NG3,16,1,1,0,1,0,0,0,0,0
Q13438,15,1,1,0,1,0,0,0,0,0
Q9NTK5,9,1,1,0,1,1,0,1,0,0
O94913,71,1,1,0,1,0,0,0,1,1
Q9ULE6,11,1,1,0,1,0,0,0,1,0
Q9NVE7,16,1,1,0,1,0,1,0,0,0
P0C7N5,1,0,1,0,0,0,0,0,0,0
Q8N7H5,18,1,1,0,0,0,0,0,0,0
O76074,8,1,1,0,0,0,0,0,0,1
Q15546,1,0,1,0,0,0,0,0,0,0
Q96DU9,4,1,1,0,1,0,0,0,0,0
Q9NZ20,10,1,1,0,0,0,0,0,0,0
O43422,10,1,1,0,1,0,1,1,0,0
Q9P2E7,24,1,1,0,0,0,1,0,0,1
Q9Y5H9,20,1,1,0,0,0,0,0,1,1
Q96FE7,4,1,1,0,0,0,0,0,0,0
Q96MG8,2,1,0,0,0,0,0,0,0,0
Q86U86,42,1,1,0,1,0,0,1,1,0
Q8TCG2,9,1,1,0,0,0,1,1,0,0
P14210,11,1,1,0,1,1,0,0,1,1
Q9BQS7,18,1,1,0,1,0,0,0,0,1
Q9NYD6,26,1,1,0,1,0,1,0,1,0
P04792,10,1,0,0,0,1,0,0,1,0
P01814,1,0,0,0,0,0,0,0,0,1
Q12988,4,1,0,0,0,0,0,0,1,0
Q86UW8,7,0,1,0,1,0,1,0,1,1
Q86XE5,3,1,0,0,0,0,0,0,1,1
Q86VS8,17,1,1,0,1,0,0,0,0,1
P50135,6,0,1,0,1,1,0,0,0,0
P35680,18,1,1,0,1,0,0,0,0,0
Q9H496,2,0,1,0,0,0,0,0,0,0
Q14240,11,1,1,0,1,1,0,0,1,0
Q9H5V7,12,1,1,0,1,0,0,0,0,0
P42701,15,1,1,0,1,0,0,0,0,0
Q8IU81,17,1,1,0,1,0,0,0,1,1
Q9BXS1,3,1,1,0,0,0,0,0,0,1
O95256,7,1,1,0,1,0,1,0,0,0
P02533,6,1,0,0,0,0,1,0,1,1
P78504,44,1,1,0,0,0,1,1,0,0
Q13349,13,1,1,0,0,0,0,0,1,0
