ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE,UNIPROT ID
1487,CTBP1,21,Exosomes,Q13363
1741,DLG3,21,Exosomes,Q92796
1841,DTYMK,42,Exosomes,P23919
2066,ERBB4,29,Exosomes,Q15303
2530,FUT8,21,Exosomes,Q9BYC5
2535,FZD2,26,Exosomes,Q14332
3054,HCFC1,40,Exosomes,P51610
3066,HDAC2,34,Exosomes,Q92769
3068,HDGF,28,Exosomes,P51858
3459,IFNGR1,25,Exosomes,P15260
3480,IGF1R,37,Exosomes,P08069
3831,KLC1,42,Exosomes,Q07866
3898,LAD1,18,Exosomes,O00515
3978,LIG1,25,Exosomes,P18858
4134,MAP4,46,Exosomes,P27816
4140,MARK3,23,Exosomes,P27448
4154,MBNL1,21,Exosomes,Q9NR56
4171,MCM2,52,Exosomes,P49736
4174,MCM5,40,Exosomes,P33992
4232,MEST,21,Exosomes,Q5EB52
4324,MMP15,21,Exosomes,P51511
4486,MST1R,35,Exosomes,Q04912
4678,NASP,29,Exosomes,P49321
4791,NFKB2,25,Exosomes,Q00653
4927,NUP88,23,Exosomes,Q99567
5029,P2RY2,21,Exosomes,P41231
5471,PPAT,39,Exosomes,Q06203
5496,PPM1G,27,Exosomes,O15355
5527,PPP2R5C,34,Exosomes,Q13362
5537,PPP6C,46,Exosomes,O00743
5599,MAPK8,6,Exosomes,P45983
5723,PSPH,36,Exosomes,P78330
5771,PTPN2,21,Exosomes,P17706
5928,RBBP4,60,Exosomes,Q09028
5931,RBBP7,48,Exosomes,Q16576
5936,RBM4,23,Exosomes,Q9BWF3
5983,RFC3,27,Exosomes,P40938
5985,RFC5,28,Exosomes,P40937
6240,RRM1,55,Exosomes,P23921
6242,RTKN,10,Exosomes,Q9BST9
6429,SRSF4,27,Exosomes,Q08170
6533,SLC6A6,32,Exosomes,P31641
6536,SLC6A9,28,Exosomes,P48067
6560,SLC12A4,33,Exosomes,Q9UP95
6598,SMARCB1,24,Exosomes,Q12824
6599,SMARCC1,30,Exosomes,Q92922
6601,SMARCC2,32,Exosomes,Q8TAQ2
6605,SMARCE1,24,Exosomes,Q969G3
6606,SMN1,20,Exosomes,Q16637
6616,SNAP25,27,Exosomes,P60880
6629,SNRPB2,22,Exosomes,P08579
6674,SPAG1,5,Exosomes,Q07617
6829,SUPT5H,23,Exosomes,O00267
6868,ADAM17,28,Exosomes,P78536
6905,TBCE,26,Exosomes,Q15813
6917,TCEA1,26,Exosomes,P23193
6949,TCOF1,22,Exosomes,Q13428
7011,TEP1,40,Exosomes,Q99973
7155,TOP2B,41,Exosomes,Q02880
7225,TRPC6,2,Exosomes,Q9Y210
7253,TSHR,3,Exosomes,P16473
7357,UGCG,30,Exosomes,Q16739
7812,CSDE1,30,Exosomes,O75534
8175,SF3A2,28,Exosomes,Q15428
8324,FZD7,26,Exosomes,O75084
8467,SMARCA5,17,Exosomes,O60264
8498,RANBP3,6,Exosomes,Q9H6Z4
8520,HAT1,35,Exosomes,O14929
8575,PRKRA,31,Exosomes,O75569
8601,RGS20,34,Exosomes,O76081
8624,PSMG1,27,Exosomes,O95456
8677,STX10,25,Exosomes,O60499
8692,HYAL2,27,Exosomes,Q12891
8841,HDAC3,26,Exosomes,O15379
8874,ARHGEF7,36,Exosomes,Q14155
8883,NAE1,32,Exosomes,Q13564
9074,CLDN6,18,Exosomes,P56747
9184,BUB3,58,Exosomes,O43684
9213,XPR1,21,Exosomes,Q9UBH6
9219,MTA2,36,Exosomes,O94776
9253,NUMBL,4,Exosomes,Q9Y6R0
9265,CYTH3,6,Exosomes,O43739
9319,TRIP13,34,Exosomes,Q15645
9334,B4GALT5,28,Exosomes,O43286
9454,HOMER3,29,Exosomes,Q9NSC5
9527,GOSR1,26,Exosomes,O95249
9653,HS2ST1,3,Exosomes,Q7LGA3
9918,NCAPD2,41,Exosomes,Q15021
9950,GOLGA5,6,Exosomes,Q8TBA6
9984,THOC1,21,Exosomes,Q96FV9
9990,SLC12A6,12,Exosomes,Q9UHW9
10011,SRA1,23,Exosomes,Q9HD15
10055,SAE1,20,Exosomes,Q9UBE0
10111,RAD50,29,Exosomes,Q92878
10137,RBM12,4,Exosomes,Q9NTZ6
