Entry	Mass
O95628	63,510
Q9ULM6	63,307
Q96LI5	63,001
Q9UIV1	32,745
Q9UFF9	33,540
P09543	47,579
Q9BV87	45,456
Q3B7I2	10,960
Q9Y2B0	20,652
Q9BT09	30,748
Q8N129	28,310
P21554	52,858
P34972	39,681
Q96F85	18,648
Q6PJW8	79,597
Q8N815	36,921
Q9H8S5	33,574
P26441	22,931
P26992	40,633
Q9NXG0	161,571
Q12860	113,320
Q02246	113,393
Q9P232	112,883
Q8IWV2	113,454
O94779	120,686
Q9UQ52	113,956
P78357	156,267
Q9UHC6	148,167
Q9BZ76	140,690
Q96NU0	140,415
Q9C0A0	145,274
Q8WYK1	145,623
Q7Z7A1	268,886
Q8N137	101,253
Q86WW8	8,376
Q13057	62,329
O75128	135,617
Q53SF7	123,868
Q8WX92	65,697
O43405	59,483
Q8WTW3	108,978
Q14746	83,208
Q96JB2	94,096
Q9H9E3	89,083
Q9UP83	92,743
Q9Y2V7	73,279
P83436	86,344
Q96MW5	68,424
P38432	62,608
Q03692	66,158
P12107	181,065
P13942	171,791
Q99715	333,147
Q5TAT6	69,950
Q05707	193,515
P39059	141,720
Q07092	157,751
Q9UMD9	150,419
P39060	178,188
Q14993	115,221
P02452	138,941
P08123	129,314
Q9P218	135,830
Q96P44	99,369
Q8NFW1	161,145
Q86Y22	51,944
Q17RW2	175,496
Q9BXS0	64,771
Q8IZC6	186,892
Q2UY09	116,657
P02458	141,785
P02461	138,564
P02462	160,611
P08572	167,553
Q01955	161,813
Q9Y5P4	70,835
P53420	164,038
P29400	161,044
Q14031	163,807
P20908	183,560
Q5SY13	6,588
P05997	144,910
P25940	172,121
P12109	108,529
P12110	108,579
P12111	343,669
A8TX70	289,926
A6NMZ7	247,173
Q02388	295,220
P27658	73,364
P25067	67,244
P20849	91,869
Q14055	65,131
Q14050	63,616
Q9Y6Z7	30,705
Q9BWP8	28,665
Q5KU26	81,515
Q8N668	21,178
Q9Y6G5	22,966
Q86X83	22,745
Q9UBI1	22,151
Q9H0A8	21,764
Q9GZQ3	24,670
Q7Z4G1	9,638
Q86VX2	22,540
Q9NX08	21,090
Q9P000	21,819
P49747	82,860
P21964	30,037
Q86VU5	28,809
P53621	138,346
P53618	107,142
P35606	102,487
O14579	34,482
Q9Y678	97,718
Q9UBF2	97,622
Q9NQ92	20,066
Q9BT78	46,269
Q92905	37,579
Q7L5N1	36,163
Q9UBW8	30,277
Q9H9Q2	29,622
Q99627	23,226
P61923	20,198
Q9P299	23,548
Q96MF6	27,686
Q9H8M1	27,071
Q96H96	40,489
Q9NZJ6	41,054
Q9Y3A0	29,657
Q5HYK3	37,140
Q9Y2Z9	50,870
Q99807	24,277
O75208	35,509
Q9Y5Q5	116,486
P31146	51,026
Q9BR76	54,235
Q9ULV4	53,249
Q92828	59,763
Q9UQ03	54,953
Q6QEF8	52,762
P57737	100,605
Q14019	15,945
Q12887	48,910
Q9Y6N1	31,430
Q96I36	6,600
Q7KZN9	46,030
Q9P0S2	12,293
Q14061	6,915
Q8N8Q8	37,063
Q49B96	10,394
Q5RI15	13,291
P13073	19,577
Q96KJ9	20,010
P20674	16,762
P10606	13,696
P12074	12,155
Q02221	10,815
P14854	10,192
P09669	8,781
P24310	9,118
P14406	9,396
O14548	12,615
P24311	9,161
Q8TF08	9,077
P15954	7,246
P10176	7,579
P00450	122,205
P15085	47,140
P48052	47,030
P15088	48,670
Q9UI42	47,351
Q8WXQ8	49,036
Q8N4T0	51,008
Q8IZJ3	206,702
P15086	47,368
Q96IY4	48,424
O75976	152,931
P16870	53,151
Q9BZB8	62,595
Q7Z5Q1	64,944
Q8NE35	76,014
Q17RY0	80,152
O14810	15,030
Q6PUV4	15,394
Q8WVH0	17,557
Q7Z7G2	18,336
P14384	50,514
P15169	52,286
P22792	60,557
Q99829	59,059
Q96FN4	61,190
O75131	60,131
Q96A23	62,395
Q9HCH3	65,734
O95741	61,991
Q9UBL6	70,294
Q86YQ8	63,108
Q8IYJ1	61,864
Q8IVL8	42,529
P36551	50,152
Q9BRF8	35,548
Q9Y646	51,888
P31327	164,939
Q10570	160,884
Q9P2I0	88,487
Q9UKF6	77,486
Q5TA45	67,663
O95639	30,255
A6NMK7	20,727
Q16630	59,210
Q8N684	52,050
P50416	88,368
Q92523	87,801
Q8TCG5	90,989
P23786	73,777
Q9H3G5	54,164
Q96SM3	81,668
Q8N436	85,870
Q66K79	73,655
P17927	223,663
P20023	112,916
P29373	15,693
P78560	22,745
P43155	70,858
P82279	154,183
Q5IJ48	134,265
Q9BUF7	12,854
Q96SW2	50,546
O75575	16,871
Q9UGL9	9,736
P16220	35,136
O43889	41,379
Q96BA8	57,005
Q70SY1	57,415
Q68CJ9	49,077
Q8TEY5	43,432
Q02930	56,918
Q92793	265,351
Q8IUR6	72,149
Q9NS37	37,134
O75629	24,075
Q8IUH2	32,109
Q96HD1	45,440
Q6UXH1	38,192
Q03060	37,006
P06850	21,422
P24387	36,144
P34998	50,719
Q9NZV1	113,738
P50238	8,533
P52943	22,493
Q6Q6R5	24,088
Q9P021	11,216
P54107	28,481
P16562	27,259
P54108	27,630
Q9H336	56,888
Q9H0B8	55,920
P46108	33,831
P46109	33,777
O75462	46,302
Q9HC73	42,013
Q8IUI8	49,766
Q9UJA2	32,593
Q14194	62,184
Q9BZJ0	100,452
Q9UBG3	53,533
Q5TZA2	228,523
Q86T23	12,396
Q8IVE0	33,334
Q9UKG9	70,178
P02741	25,039
Q9NQ79	71,421
O95727	44,641
O75718	46,562
Q6UUV9	67,300
Q53ET0	73,302
Q6UUV7	66,959
Q16526	66,395
Q49AN0	66,947
A0A140G945	19,909
P02489	19,909
P02511	20,159
P05813	25,150
P53672	22,096
P53673	22,374
P53674	28,023
P43320	23,380
P26998	24,252
Q68DQ2	330,633
P11844	20,877
P07316	20,908
P07315	20,879
P07320	20,738
P22914	21,007
Q9Y2S2	35,419
Q14894	33,776
A6NIL9	12,312
Q08257	35,207
O95825	38,697
O75390	51,712
Q9Y600	55,023
Q9Y5P2	14,430
P16989	40,090
Q9Y534	16,786
O75534	88,885
P55060	110,417
P09603	60,179
P07333	107,984
P04141	16,295
P15509	46,207
P32927	97,336
P09919	22,293
Q99062	92,156
Q8TDX6	61,294
Q8N6G5	62,572
P0DML2	25,020
P41240	50,704
Q96PZ7	388,736
Q7Z408	380,039
Q7Z407	406,000
P47710	21,671
P05814	25,382
P61201	51,597
P07498	20,305
Q9UNS2	47,873
P48729	38,915
Q8N752	39,086
P48730	47,330
P49674	47,315
Q9HCP0	48,511
P78368	47,457
Q8NCQ2	16,070
Q9Y6M4	51,389
P68400	45,144
P19784	41,213
P67870	24,942
Q6UVK1	250,537
O95196	60,016
Q1MSJ5	145,522
Q96S65	63,508
Q9H175	59,591
Q8WYN3	64,900
P21291	20,567
Q16527	20,954
Q9H8E8	88,844
P50461	20,969
P01037	16,388
Q9H112	16,506
P09228	16,445
P01034	15,799
P01036	16,214
P28325	16,080
Q15828	16,511
O76096	16,454
O60676	16,275
Q9H4G1	17,276
Q5W188	17,316
P01040	11,006
P04080	11,140
Q05048	48,358
P33240	60,959
Q9H0L4	64,437
Q12996	82,922
Q9H114	16,989
P0DMU8	21,232
Q5JQC4	30,100
P0C2W7	31,319
P78358	17,992
O75638	21,090
Q96RT6	85,282
Q9HC47	8,406
A4FU28	87,953
Q13363	47,535
P56545	48,945
Q01459	43,760
Q2NKJ3	134,609
P49711	82,785
Q8NI51	75,747
O95476	28,377
Q9Y5B0	104,399
Q9GZU7	29,203
O15194	31,129
Q05D32	52,999
Q16619	21,227
P29279	38,091
P32929	44,508
Q96CG8	26,224
O43310	67,587
P35221	100,071
P26232	105,313
Q9UI47	99,809
Q9UBT7	81,896
P35222	85,497
Q9NSA3	9,170
Q8WYA6	65,173
O60716	108,170
Q9UQB3	132,656
O60931	41,738
P17812	66,690
Q9NRF8	65,678
Q6PD62	133,502
Q6GPI1	27,923
Q99895	29,484
P40313	28,002
P10619	54,466
P07858	37,822
P53634	51,854
P07339	44,552
P14091	42,794
Q9UBX1	53,366
P08311	28,837
P09668	37,394
P07711	37,564
O60911	37,329
P43234	35,958
P43235	36,966
P25774	37,496
P56202	42,120
Q9UBR2	33,868
Q14247	61,586
Q8WZ74	181,051
Q9P2B4	70,158
Q7Z7A3	36,450
Q2VPK5	56,107
P60606	9,045
P0C2S0	8,980
O60494	398,736
Q9NWM3	42,258
Q9H467	32,009
Q13616	89,679
Q13617	86,983
Q13618	88,930
Q13619	87,680
Q13620	103,982
Q93034	90,955
Q14999	191,161
Q8IWT3	281,229
O60888	19,116
Q9NTM9	29,341
P39880	164,187
Q13948	77,455
O14529	161,677
Q86UP6	68,153
Q9P013	26,624
Q9HCG8	105,466
Q9NXE8	49,647
Q6UX04	53,847
Q69YN2	60,619
Q2TBE0	103,787
Q9H720	78,584
P78423	42,203
P49238	40,396
P78310	40,030
P09341	11,301
P02778	10,881
O14625	10,365
P48061	10,666
O43927	12,664
O95715	13,078
Q9H2A7	27,579
Q6UXB2	13,819
P19875	11,389
P19876	11,342
P42830	11,972
P80162	11,897
Q07325	14,019
P25024	39,791
P25025	40,759
P49682	40,660
P61073	39,746
P32302	41,955
P25106	41,493
O96002	13,452
Q9HAI6	33,894
A2AJT9	83,871
Q9BVG4	26,057
O75409	13,442
A6NGU7	7,222
Q5VT33	9,515
Q9H7Y0	48,555
Q8TB03	36,670
Q8WUE5	29,052
Q9H5V9	25,625
Q6NSI4	97,554
Q96LI9	38,899
Q6ZTR5	361,625
A6NEN9	21,305
Q5JRM2	39,944
Q86X51	51,894
Q96HG1	9,236
Q9P0U4	75,712
Q14D33	60,488
Q9H2H0	20,978
Q7LFL8	32,977
P49447	27,559
Q8N8Q1	25,424
O14569	23,974
P00167	15,330
O43169	16,695
Q6P9G0	26,689
Q8WUJ1	28,690
Q9UHQ9	34,095
Q6BCY4	31,458
P00387	34,235
Q7L1T6	59,474
Q6IPT4	35,892
P13498	21,013
Q8NBI2	27,214
P04839	65,336
Q53TN4	31,641
P08574	35,422
P99999	11,749
Q7L576	145,182
Q96F07	148,399
Q8WWM9	21,405
Q6ZMK1	40,703
P35663	74,242
Q14093	39,079
Q9NQC7	107,316
Q9H606	19,976
P05108	60,102
P15538	57,573
P19099	57,560
P05093	57,371
P11511	57,883
P04798	58,165
P05177	58,407
Q16678	60,846
Q6UW02	52,432
P08686	55,887
Q07973	58,875
O43174	56,199
Q9NR63	57,513
Q6V0L0	57,111
Q02318	60,235
O15528	56,504
Q4G0S4	60,920
Q16696	56,688
P11509	56,517
P20813	56,278
P33260	55,711
P33261	55,931
P10632	55,825
P11712	55,628
P10635	55,769
P05181	56,849
P24903	55,501
Q6ZSU1	16,683
P51589	57,611
Q6VVX0	57,359
Q96SQ9	55,817
Q7Z449	61,987
Q8TAV3	53,844
Q9NYL5	54,116
P08684	57,343
Q9HB55	57,670
P20815	57,109
P24462	57,470
Q9Y6A2	56,821
Q02928	59,348
Q5TCH4	59,246
P13584	58,991
Q9HBI6	60,146
Q9HCS2	60,309
P78329	59,853
Q6NT55	61,958
Q08477	59,847
Q6ZWL3	60,724
Q8N118	58,875
Q86W10	59,086
Q8N1L4	40,159
Q16850	56,806
P22680	57,661
O75881	58,256
Q9UNU6	58,068
O00622	42,027
Q717R9	16,393
Q9Y271	38,541
Q9NS75	39,635
Q9H1C7	10,631
Q15438	46,413
Q99418	46,546
O43739	46,349
Q9UIA0	45,672
O60759	40,010
Q9NRR1	15,577
Q96J86	16,626
Q8N465	56,416
Q9Y4D1	123,473
Q86T65	123,499
O75553	63,775
P98082	82,448
Q5VWQ8	131,625
Q9UI36	78,562
Q96NX9	65,323
Q9NYF0	90,174
Q5SW24	82,700
Q96B18	64,949
P61803	12,497
Q14118	97,441
Q9Y4D2	114,952
Q8NCG7	73,732
Q3LXA3	58,947
Q5D0E6	59,363
P14920	39,474
P59103	18,108
P51397	11,165
P51398	45,566
P53355	160,046
Q9UIK4	42,898
O43293	52,536
A0PJW8	11,880
Q9UN19	32,194
Q16570	35,553
P14868	57,136
Q6PI48	73,563
Q9UER7	81,373
Q96EP5	43,383
Q15038	17,319
Q92904	33,178
O60477	88,760
Q9UBU7	76,858
Q8NFT6	67,243
P09172	69,065
P07108	10,044
Q16643	71,429
Q9H9R9	17,042
Q9BQY9	27,671
Q9UJU6	48,207
Q10586	34,349
Q9UK59	61,555
P11182	53,487
A6NMT0	37,283
Q6ZNG2	36,555
Q5QP82	60,582
Q8TEB1	61,670
Q5T6F0	50,517
Q5VU92	51,201
Q5VW00	50,803
Q9NV06	51,402
Q66K64	66,463
Q9NXF7	24,193
Q5H9S7	58,778
Q8WV16	55,694
Q3SXM0	44,264
Q8NA75	43,747
Q96JK2	103,963
Q58WW2	96,292
P61962	38,926
Q5TAQ9	66,852
A6NGE4	67,373
P0C7V8	71,191
Q8WVC6	26,550
Q8N8Z6	77,920
Q96PD2	85,035
P43146	158,457
P81605	11,284
Q9UHG0	52,834
A2VCK2	37,665
A8MYV0	41,608
M0R2J8	200,591
Q96JQ0	346,181
Q6V1P9	370,228
P27707	30,519
O15075	82,224
Q8N568	83,606
Q9C098	73,814
Q6PJP8	116,400
Q9H816	60,002
Q96SD1	78,436
P07585	39,747
Q9NPI6	63,278
Q8IZD4	67,723
Q8IU60	48,423
Q96C86	38,609
Q5T197	80,712
Q5T1A1	86,230
Q9H295	53,393
P40126	59,145
P32321	20,016
Q14203	141,695
Q13561	44,231
O75935	21,119
Q9UJW0	52,337
Q9BTE1	20,127
O00399	20,747
Q9H773	18,681
Q96GG9	30,124
Q6PH85	30,179
Q8IWE4	34,291
Q92564	34,068
Q9BTE7	27,508
O43602	40,574
Q7Z4W1	25,913
Q9BW61	11,835
O94760	31,122
O95865	29,644
Q16531	126,968
Q92466	47,864
P20711	53,926
Q8NEL9	100,435
O94830	81,032
Q8WTU0	44,124
Q5TDH0	44,523
P0DPQ6	4,284
P35638	19,175
Q9NX09	25,371
Q96D03	21,740
O94850	75,996
Q99489	37,535
P39656	50,801
Q08345	101,128
Q96HY6	35,611
P30046	12,712
Q92499	82,432
Q13206	100,888
Q96FC9	108,313
A8MPP1	101,811
Q92771	106,006
Q92841	80,272
Q9NVP1	75,407
Q9NUU7	53,975
Q9UMR2	53,927
Q9UHI6	92,241
Q9NR30	87,344
Q9BUQ8	95,583
Q9GZR7	96,332
Q9UHL0	54,692
Q5JSJ4	96,673
Q96GQ7	89,835
Q9NUL7	59,581
Q9H8H2	94,087
O00148	49,130
Q13838	48,991
O00571	73,243
O15523	73,154
Q9NQI0	79,308
Q9UJV9	69,838
Q86XP3	102,975
Q9NXZ2	72,844
Q7L014	117,362
Q9H0S4	50,647
Q9Y6V7	54,226
P17844	69,148
Q9BQ39	82,565
Q8N8A6	72,457
Q9Y2R4	67,498
Q86TM3	71,154
Q8TDD1	98,595
Q8NHQ9	68,547
Q9NY93	61,590
O95786	106,600
Q5T1V6	68,810
P26196	54,417
Q8IY21	197,853
Q5H9U9	197,674
Q9P2X7	7,542
Q16698	36,068
Q9NUI1	30,778
O75618	36,794
Q8WXF8	36,179
Q9H4E7	73,910
Q6ZN54	58,710
P59665	10,201
P59666	10,245
P12838	10,504
Q01523	10,071
Q01524	10,975
P60022	7,420
P81534	7,697
Q8WTQ1	8,526
Q8NG35	8,923
Q8N104	7,369
Q30KQ8	12,991
Q30KQ7	9,640
Q30KQ6	8,318
Q96PH6	13,614
Q8N690	9,822
Q5J5C9	8,456
Q8N687	17,537
Q9BYW3	12,174
Q7Z7B8	10,650
Q9H1M3	20,299
P0DP74	8,736
P59861	8,199
Q7Z7B7	10,610
O15263	7,038
O15121	37,866
Q6QHC5	37,197
P35659	42,674
Q9H790	41,816
Q8TEH3	110,577
Q6P3S1	86,552
Q8IV53	87,065
Q9ULE3	113,853
Q68D51	106,865
Q9H6A0	53,672
A2RUS2	135,890
Q7Z401	209,244
O75064	163,847
Q5VZ89	212,711
Q6IQ26	147,096
Q6ZUT9	145,020
O43583	22,092
Q5TB30	92,960
Q8WUY9	61,771
Q8N2C3	33,694
O75140	181,264
Q96QD5	58,310
Q9NTK1	23,406
Q8TB45	46,294
Q9Y315	35,231
Q9BUN8	28,801
Q9GZP9	27,567
Q96Q80	26,679
Q8TE02	34,841
P17661	53,536
Q6ICB0	18,263
Q9BSY9	21,444
Q7L5Y6	63,848
O00273	36,522
O76075	39,110
O60443	54,555
O75907	55,278
Q96PD7	43,831
Q86VF5	38,730
Q96DF8	52,568
P98153	60,811
Q14129	24,989
Q9BY27	24,932
Q8WYQ5	86,045
P23743	82,630
Q9Y6T7	90,595
Q16760	134,525
P52429	63,927
P49619	89,124
Q86XP1	134,866
O75912	116,997
Q5KSL6	141,829
P52824	101,155
Q13574	103,981
Q16854	32,056
Q15392	60,101
Q9UBM7	54,489
Q86SQ9	38,657
Q9UQ10	36,382
P00374	21,453
Q86XF0	21,620
O43323	43,577
Q02127	42,867
P49366	40,971
Q96LJ7	33,909
Q6UWP2	28,308
A0PJE2	35,146
Q6UX07	40,849
Q13268	29,927
O75911	33,548
Q9BTZ2	29,537
P0CG22	30,608
Q6PKH6	24,586
Q9Y394	38,299
Q6IAN0	35,119
A6NNS2	34,878
Q9BPW9	35,227
Q8N5I4	36,443
Q96HY7	103,077
O43143	90,933
O60231	119,264
Q7Z478	155,236
Q7L2E3	133,938
Q7L7V1	84,419
Q9H6R0	78,874
Q14147	128,120
Q9H5Z1	78,910
Q9H2U1	114,760
Q8IY37	129,545
Q92620	140,503
Q8IX18	88,560
Q6P158	155,604
Q96C10	76,613
Q14562	139,315
Q08211	140,958
Q9NR28	27,131
O60610	141,347
O60879	125,569
Q9NSV4	136,926
Q9UPY3	218,682
Q9BTC0	243,873
Q68CQ4	87,055
Q9UNQ2	35,236
P49895	28,924
Q92813	30,552
P55073	33,947
Q14689	170,369
Q9P265	171,492
Q9Y2E4	170,767
O95057	22,329
Q96HU8	22,485
O95661	25,861
Q96SL1	52,088
Q9Y2L1	109,003
Q8TF46	120,787
Q8IYB7	99,279
Q9NRI5	93,611
Q96F81	170,934
A7MBM2	152,003
Q155Q3	77,478
O60832	57,674
O94907	28,672
Q9UBU2	28,447
Q9UBP4	38,390
Q9UBT3	24,876
P10515	68,997
Q96QB1	170,591
P09622	54,177
Q9Y238	195,684
O43261	8,962
Q6UYE1	23,924
Q12959	100,455
Q15700	97,552
Q92796	90,314
P78352	80,495
Q8TDM6	213,868
O14490	108,873
Q9P1A6	117,620
O95886	106,040
Q9Y2H0	108,012
Q15398	95,115
P80370	41,300
Q6UY11	40,548
O00548	78,056
Q9NYJ7	64,618
Q9NR61	74,605
P36957	48,755
P56177	27,320
Q07687	34,243
O60479	31,738
P56178	31,540
P56179	19,708
Q9NPF5	52,993
Q9UGM3	260,735
Q8NFW5	41,198
Q14565	37,681
Q8IV36	88,745
P11532	426,750
Q9UI17	96,811
Q6E0U4	47,082
Q13316	55,782
Q09013	69,385
Q9Y5R6	39,473
Q9Y5R5	61,814
Q9NQL9	51,199
Q5VZB9	53,125
Q96SC8	53,356
Q96MA1	36,205
Q8IXT2	39,124
Q9Y222	84,471
Q09019	70,438
Q9Y485	337,839
Q8TDJ6	339,641
P51530	120,415
Q8NEP3	80,026
Q9NVR5	91,114
Q8N9W5	59,410
Q9P2D7	487,478
Q8IVF4	514,841
P0CZ25	17,537
Q96DT5	520,369
Q6ZR08	356,942
Q0VDD8	399,895
Q9UFH2	509,313
Q9P225	507,698
Q8TD57	470,771
Q8TE73	529,021
Q9C0G6	475,983
Q8WXX0	461,159
Q96JB1	514,664
Q9NYC9	511,877
Q9UI46	79,283
Q9GZS0	68,821
P31689	44,868
O60884	45,746
Q96EY1	52,489
Q8WW22	44,798
P25685	38,044
Q9UBS4	40,514
Q9NXW2	41,860
P59910	36,118
Q8TBM8	42,516
P25686	35,580
Q8WWF6	16,559
Q9UDY4	37,807
O75953	39,133
O75190	36,087
Q7Z6W7	35,434
Q8NHS0	25,686
Q9UBS3	25,518
Q96KC8	63,883
Q8IXB1	91,080
Q9NVH1	63,278
Q9UKB3	23,415
O75165	254,415
Q6Y2X3	78,569
Q9Y5T4	16,383
Q9Y2G8	90,591
Q9NVM6	34,687
Q9H819	41,551
Q96DA6	12,499
Q99543	71,996
Q5F1R6	62,028
Q8N4W6	38,086
Q6P3W2	17,139
Q9H1X3	42,404
Q9NZQ0	30,855
Q9NX36	45,806
Q13217	57,580
Q96LL9	25,961
Q9NNZ3	27,593
Q9H3Z4	22,149
Q8N7S2	21,433
O75061	99,997
Q99615	56,441
O75937	29,842
Q8WXX5	29,910
A6NH13	15,587
Q4LDG9	21,533
O96015	12,009
O14645	29,662
P24855	31,434
P49184	33,893
Q92874	32,853
Q13609	35,504
O00115	39,581
Q8WZ79	41,713
Q8IYX4	38,687
Q8NFT8	78,475
Q96M86	533,644
Q5SXM8	19,204
Q05193	97,408
O00429	81,877
Q6ZS02	23,740
P50570	98,064
Q9UQ16	97,746
Q6XZF7	177,347
P26358	183,165
Q9Y6K1	101,858
Q9UBC3	95,751
Q9UJW3	43,583
Q9ULA0	53,410
P04053	58,536
Q9H147	37,013
Q5QJE6	84,469
Q14183	43,959
Q14184	45,922
Q14185	215,346
Q96BY6	249,531
Q5JSL3	237,671
Q92608	211,948
Q8IZD9	233,103
Q8N1I0	225,206
Q9H7D0	215,309
Q96HP0	229,558
Q96N67	242,561
Q8NF50	238,529
Q9BZ29	236,446
Q9BU89	32,904
Q93070	35,878
Q99704	52,392
O60496	45,379
Q7L591	53,288
Q8TEW6	37,028
Q9P104	35,464
Q6PKX4	38,318
Q18PE1	53,097
Q9UPQ8	59,268
Q86YN1	27,031
O77932	44,929
Q9NYP3	62,747
Q5JWR5	277,355
Q9Y3R5	258,230
Q8TEK3	164,856
Q9H3H5	46,090
Q9BVM2	23,240
Q3MIW9	56,347
P16444	45,674
Q9H4A9	53,365
Q9H4B8	53,687
Q92782	42,502
Q92785	44,155
Q92784	43,084
Q9BZG8	48,805
Q9BQC3	52,083
Q96FX2	9,240
Q9H2P9	31,651
O60762	29,634
Q9P2X0	10,094
Q8N608	90,888
Q9NY33	82,589
P27487	88,279
P42658	97,588
Q9UHL4	54,341
Q6V1X1	103,358
Q86TI2	98,263
Q7Z7J5	33,784
Q6W0C5	17,851
Q7L190	33,541
A6NFQ7	21,648
Q07507	24,005
Q2PZI1	77,319
Q6NUT2	87,374
Q6NXN4	28,036
Q6ZN68	43,060
Q6ZPD9	83,197
Q7Z388	83,756
Q9C005	11,250
Q12882	111,401
Q14117	56,630
Q16555	62,294
Q14195	61,963
O14531	61,878
Q9BPU6	61,421
Q8TE96	79,476
Q01658	19,444
Q6UX65	29,766
Q14919	22,350
P14416	50,619
P35462	44,225
P21917	43,901
Q9Y295	40,542
P55039	40,746
A6NNA5	28,672
Q9NRR4	159,316
Q13474	107,962
Q08554	99,987
Q02487	99,962
Q14574	99,969
O60469	222,260
Q8TD84	224,463
Q9BVC3	44,825
O14972	33,010
P56555	12,955
P57055	20,368
Q96T75	10,969
P59020	16,743
Q9UL01	109,773
Q8IZU8	139,238
Q02413	113,748
Q14126	122,294
P32926	107,533
Q86SJ6	113,824
Q9H410	40,067
P15924	331,774
Q9NZW4	131,151
Q03001	860,662
P60981	18,506
Q6XUX3	105,206
Q6ZMT9	88,329
Q9NZJ0	79,468
Q9Y4J8	83,901
O60941	71,356
Q96EV8	39,493
Q8N5C7	35,248
Q8NBA8	33,416
Q86Y01	67,368
Q86UW9	67,246
Q8N9I9	37,988
Q8TDB6	83,554
Q9Y2E6	67,258
P23919	23,819
Q9NRD9	177,235
Q9NRD8	175,364
Q1HG43	37,815
Q1HG44	34,787
Q6P1R4	53,230
Q9NX74	55,050
Q96G46	72,594
O95620	35,816
P28562	39,298
Q9Y6W6	52,642
O75319	43,710
Q9UNI6	37,687
Q6B8I1	20,658
Q9UII6	22,149
O95147	22,255
Q9H1R2	31,882
Q9BY84	73,102
Q8NEJ0	21,066
Q8WTR2	24,194
Q05923	34,400
Q9H596	21,529
Q9NRW4	20,910
Q9BVJ7	16,588
Q5VZP5	130,176
Q68J44	25,336
Q4G0W2	18,324
P51452	20,478
Q13115	42,953
Q16690	42,047
Q16828	42,320
Q16829	44,957
Q13202	65,827
Q99956	41,868
P33316	26,563
A6NLW8	23,817
O14640	75,187
P54792	73,254
O14641	78,948
Q92997	78,055
Q8WWB3	20,893
Q96IM9	20,586
Q7RTS9	75,935
Q14204	532,408
O14576	72,955
Q13409	71,457
Q9Y6G9	56,579
O43237	54,099
Q8NCM8	492,622
Q8TCX1	39,625
P63167	10,366
Q96FJ2	10,350
Q9NP97	10,922
Q8TF09	10,855
P63172	12,452
P51808	13,062
Q13627	85,584
Q9Y463	69,198
Q92630	66,652
O43781	65,714
Q9NR20	59,608
O75923	237,295
A2CJ06	65,320
Q8WXU2	48,527
Q9NVP4	82,192
Q86YF9	98,664
Q8IYY4	86,848
Q86Y13	138,604
Q01094	46,920
Q14209	47,506
O00716	49,162
Q16254	43,960
Q15329	37,610
O75461	31,844
Q96AV8	99,888
A0AVK6	94,166
Q66K89	83,496
Q96JC9	29,042
Q96CJ1	28,792
Q56P03	32,762
Q5JPH6	58,689
O00559	24,377
Q9UH73	64,464
Q9HAK2	62,650
Q9H4W6	64,864
Q9BQW3	64,473
Q14213	25,396
P0CF75	40,313
Q6P2I7	30,450
Q99848	34,852
Q15125	26,353
Q9BY08	23,204
Q587J8	24,306
O95905	72,758
P42892	87,164
P0DPD6	91,211
O95672	87,791
Q13011	35,816
Q9NTX5	33,698
Q86YB7	31,126
Q96DC8	32,634
P30084	31,387
P42126	32,816
O75521	43,585
Q16610	60,674
O94769	79,789
Q5VYK3	204,291
Q19T08	21,295
Q9BQ95	49,148
Q9H8V3	103,505
Q008S8	104,880
Q92838	41,294
Q9HAV5	32,759
Q9UNE0	48,582
Q8WWZ3	24,802
Q96F86	56,078
Q6P2E9	151,661
Q14507	17,646
P56851	17,584
Q92611	73,768
Q9BV94	64,753
Q9BZQ6	104,664
O60869	16,369
O43854	53,765
P05305	24,425
P20800	19,960
P14138	25,454
P25101	48,722
P24530	49,644
Q3B7T1	138,528
Q15075	162,466
O75530	50,198
P68104	50,141
Q5VTE0	50,185
Q05639	50,470
P24534	24,764
P29692	31,122
O43324	19,811
P26641	50,119
P13639	95,338
O00418	82,144
P57772	65,305
Q7L9B9	62,403
Q9HAE3	24,488
A6NFE3	14,721
Q9BUY7	19,225
Q5VUJ9	29,714
Q8N7B9	50,147
Q8N4Y2	44,956
Q9BSW2	83,193
A4FU69	173,404
Q5THR3	172,930
A8K855	71,981
A8MZ26	23,937
Q12805	54,641
O95967	49,405
Q8IYU8	49,666
Q86XE3	60,711
Q8N7U6	93,802
Q5JVL4	73,990
Q5JST6	87,397
Q9BUP0	26,928
Q96C19	26,697
P20827	23,787
O43921	23,878
P52797	26,350
P52798	22,386
P52803	26,297
P98172	38,007
P52799	36,923
Q15768	35,835
Q14156	92,924
Q9Y2G0	92,487
O43281	58,815
Q7Z2Z2	125,430
Q15029	109,436
P01133	133,994
Q8IUX8	61,317
Q9UHF1	29,618
Q99944	32,262
Q63HQ2	111,271
P00533	134,277
Q9GZT9	46,021
Q96KS0	43,650
Q9H6Z9	27,261
P11161	50,302
Q06889	42,613
Q05215	61,623
Q8NDI1	140,017
Q8N3D4	161,854
Q9H4M9	60,627
Q9NZN4	61,161
Q9NZN3	60,887
Q9H223	61,175
Q9NZC4	34,892
Q08426	79,495
Q9H9B1	141,466
Q96KQ7	132,370
O14681	38,965
Q9Y6B2	20,876
Q8N6I1	25,190
Q8N140	38,168
Q96D98	16,985
P41567	12,732
Q8N9N8	19,053
P47813	16,460
O14602	16,442
