ID,PTM_count,Phosphorylation_MSD,Glycosylation_MSD,Ubiquitination_MSD,SUMOylation_MSD,Acetyllysine_MSD,Palmitoylation_MSD,Hydroxylation_MSD,Methylation_MSD,Pyrrolidone_carboxylic_acid_MSD
A0A286YEV6,26,0,1,0,0,1,1,1,1,0
Q9H3S1,30,1,1,1,1,1,1,0,1,1
Q99470,8,1,1,1,0,0,0,0,0,0
Q562F6,90,1,1,1,0,1,1,1,0,1
Q5SQS7,15,1,1,1,1,1,0,0,0,1
Q86VE9,24,1,1,1,0,0,1,1,0,1
A0PJK1,15,1,1,1,0,0,0,1,0,1
Q9BVW6,8,1,0,0,0,0,0,0,0,1
Q9NRQ5,2,0,0,0,0,1,0,0,0,1
Q96T83,34,1,1,1,1,0,0,1,1,1
Q1XH10,70,1,1,1,1,1,0,1,1,1
Q96Q15,135,1,1,1,1,1,1,1,1,1
Q9UPR3,67,1,1,1,1,0,1,1,0,1
O95219,19,1,1,1,1,1,1,0,0,1
A0A2R8YCJ5,12,1,1,0,0,0,1,1,0,1
O75159,43,1,1,1,0,1,1,1,1,0
O43610,29,1,1,1,1,0,1,1,0,0
O75940,9,1,1,1,0,1,0,0,0,0
P35716,52,1,1,1,0,1,1,0,0,1
Q9NYA1,14,1,1,1,0,0,0,1,1,0
Q9Y6Q2,42,1,1,1,1,0,1,0,0,0
B4DS77,31,1,1,1,0,1,1,0,1,1
P50225,11,1,1,1,0,1,1,0,0,1
O00204,22,1,1,0,1,0,0,1,0,1
Q69YW2,10,1,1,1,0,0,0,1,1,0
O14662,20,1,1,1,1,1,0,0,0,1
P14410,65,1,1,1,1,1,0,0,1,1
Q8N5C6,46,1,1,1,1,1,1,0,0,0
Q13501,40,1,1,1,1,1,1,1,0,0
P36956,94,1,1,1,1,1,1,1,1,1
Q92696,16,1,1,1,1,0,0,0,0,1
Q9NUD9,11,1,1,1,0,0,1,0,0,1
Q8NEY8,51,1,1,1,1,1,1,0,0,1
P53801,18,1,1,1,0,0,1,1,1,1
Q16647,17,1,1,0,1,1,0,1,0,0
Q6DKI7,22,1,1,0,0,0,0,1,1,1
Q9NYR8,12,1,1,1,0,0,1,1,0,0
Q8N3Y7,2,1,0,0,1,0,0,0,0,0
Q92781,8,1,1,0,0,0,0,0,0,1
Q13127,91,1,1,1,1,1,1,0,0,1
P35251,89,1,1,1,1,1,1,0,1,1
Q96A58,14,1,1,1,1,1,0,0,1,0
Q96EH5,2,0,0,0,0,1,0,0,0,0
P47914,17,1,1,0,0,1,1,1,1,0
Q7Z7H8,22,1,1,1,0,0,0,1,1,1
Q9BYC9,2,0,0,1,0,0,1,0,0,0
Q9BQ48,11,1,0,1,0,0,0,0,1,0
Q9Y2Y1,5,0,1,0,0,0,1,0,0,1
P08922,88,1,1,1,1,1,1,0,1,1
P61218,6,1,0,1,0,1,0,0,0,0
P30876,38,1,1,1,1,1,0,1,1,1
P63220,6,1,0,1,0,1,0,0,0,1
Q8IVM8,15,1,1,0,1,1,0,0,1,1
Q9NQQ7,8,1,1,0,0,0,1,0,0,1
P57060,7,1,1,0,0,1,0,0,1,0
Q7Z2H8,21,1,1,0,0,0,1,0,0,1
Q9NVC3,10,1,0,0,0,0,1,0,0,1
Q9Y226,21,1,1,1,1,0,0,0,0,1
Q8NBW4,17,1,1,0,0,0,1,0,1,0
Q6PCB7,10,1,1,1,0,0,1,1,0,1
P31151,7,1,0,0,0,1,1,1,0,0
Q86VL8,23,1,1,1,0,0,1,0,1,1
Q7Z3Q1,15,1,1,0,0,1,1,0,0,1
Q17RB0,2,0,0,0,1,0,0,0,0,1
O43304,17,1,1,1,0,1,1,0,0,1
Q86UC2,41,1,1,1,0,1,0,1,1,1
Q8N755,5,0,1,0,1,0,0,0,0,1
Q86SG5,8,1,0,0,0,1,1,1,0,1
Q8N697,24,1,1,0,1,0,1,1,1,1
O95977,24,1,1,0,0,0,1,1,1,1
Q9H1V8,33,1,1,1,1,1,0,1,1,1
Q15020,54,1,1,1,1,1,0,0,1,1
Q6SZW1,30,1,1,1,0,1,1,1,1,0
O75751,18,1,1,1,0,0,1,1,1,1
Q13950,49,1,1,1,0,0,1,1,1,1
Q5QGT7,9,1,0,1,0,1,1,0,0,1
Q6SPF0,74,1,1,1,0,0,0,1,1,0
P21673,8,1,1,0,0,1,0,0,1,0
Q9C0D5,138,1,1,1,1,1,0,1,1,1
Q96IW2,37,1,1,1,1,1,0,0,1,1
Q5VZ18,50,1,1,1,1,1,0,1,1,1
Q96BR1,32,1,1,1,1,1,0,1,0,1
Q96ES7,14,1,1,1,0,1,0,0,0,0
P43007,27,1,1,1,1,1,0,1,1,1
Q8WVN6,16,1,1,1,0,0,1,0,0,1
Q9NWH9,108,1,1,1,1,1,0,1,1,1
Q8IYR2,27,1,1,1,0,1,0,1,0,1
Q96PI1,2,0,0,1,0,0,0,0,0,1
Q5T5P2,230,1,1,1,1,1,0,1,1,1
Q4G0N8,28,1,1,0,1,1,1,1,0,1
Q5W111,7,0,1,1,0,0,1,0,0,0
Q9NWH7,45,1,1,1,1,1,0,1,1,0
Q8N0X7,34,1,1,1,0,1,0,0,0,1
Q8IY18,55,1,1,1,1,1,0,1,1,1
P35321,13,1,1,1,0,0,1,1,0,0
O60264,69,1,1,1,1,1,1,1,1,0
Q9NRC6,137,1,1,1,1,1,1,1,1,1
O94991,60,1,1,1,1,0,1,0,1,0
Q8NCR6,17,1,1,1,0,0,0,1,1,0
Q92186,21,1,1,1,0,1,1,0,1,0
Q99865,23,1,1,1,1,1,0,1,1,1
Q13285,18,1,0,1,1,1,0,1,1,1
Q8WWL2,60,1,1,1,1,1,1,1,1,1
Q6PIF2,11,1,1,1,1,1,0,0,0,1
Q9P2F5,97,1,1,1,1,1,1,1,1,1
Q8NG80,2,0,1,0,0,0,0,0,0,0
O96028,89,1,1,1,1,1,0,1,1,1
P58417,18,1,1,0,0,0,0,1,1,0
Q6UX06,22,1,1,1,1,0,0,1,1,0
Q9H342,6,0,1,1,0,0,0,0,1,0
Q9NX40,19,1,1,0,1,1,0,0,1,0
Q8NGX6,3,1,1,1,0,0,0,0,0,0
Q8NGE5,7,1,1,1,0,1,1,0,0,1
Q8NGT1,2,0,1,0,0,0,0,0,0,1
Q96JY6,59,1,0,1,0,0,0,1,1,1
P42356,82,1,1,1,1,1,0,1,1,1
Q9BX93,14,1,0,1,0,0,1,1,1,1
Q96DM1,35,1,1,1,0,1,1,1,1,0
O15305,11,1,0,1,0,1,1,0,0,0
P49335,28,1,1,1,1,0,0,1,0,0
Q9Y342,14,1,1,0,1,0,0,1,1,1
O60568,18,1,1,1,1,0,0,0,1,0
Q8N2A8,7,1,1,0,0,0,1,0,0,0
Q9BXR3,40,1,1,1,1,1,1,1,1,0
Q6NYC8,70,1,1,1,0,1,1,1,1,1
Q8TCE9,4,1,1,0,0,0,0,0,0,0
Q96KN3,30,1,1,1,0,1,0,1,0,1
Q8NHP8,22,1,1,0,1,1,1,0,1,1
O15120,11,1,1,1,1,1,1,0,0,1
P28069,18,1,1,1,1,1,1,0,0,1
O43164,73,1,1,1,1,1,0,1,1,1
Q8NF86,9,1,1,0,0,0,0,1,1,1
Q9H606,21,1,1,0,1,1,1,1,1,1
Q86TP1,20,1,0,1,0,1,1,0,1,0
A6NIE9,16,1,1,0,0,0,1,1,1,0
O60813,12,1,1,0,0,0,1,0,1,0
Q8TB61,12,1,1,1,0,1,1,1,0,1
Q8IY50,18,1,1,0,1,0,1,1,1,1
Q7RTT9,17,1,1,0,0,0,0,1,1,1
Q8WV83,29,1,1,1,0,1,1,1,1,1
L0R6Q1,7,1,0,0,0,1,0,0,0,1
Q2M3R5,15,1,1,1,0,0,1,1,0,1
Q9H2H9,21,1,1,0,1,1,1,0,1,1
P82930,12,1,1,1,1,0,0,0,1,1
Q8IZM9,10,1,1,0,1,1,0,0,0,0
Q8N8I0,7,1,0,1,0,1,1,0,0,0
P34925,24,1,1,0,0,1,1,1,1,0
Q96FL8,11,1,1,1,0,0,1,0,1,1
A6NKG5,63,1,1,1,1,1,0,1,0,1
Q8IZC4,29,1,1,0,1,1,1,0,0,1
Q9H2X9,41,1,1,1,1,0,0,1,1,0
Q9BZW2,10,1,1,1,0,1,1,0,0,0
Q92541,73,1,1,1,1,1,1,1,1,1
Q13183,18,1,1,1,1,0,1,1,0,1
Q9BWD3,3,1,0,0,0,0,0,0,1,1
Q86YT5,8,1,1,0,0,1,0,0,0,1
Q9H9S3,13,1,1,1,0,1,1,0,1,1
P18405,5,0,1,0,0,1,0,0,1,0
Q6NT16,7,1,1,0,0,1,0,0,0,0
Q7L4I2,36,1,1,1,1,1,0,1,1,1
P31213,8,0,1,0,0,1,1,0,1,1
Q9NSD5,25,1,1,1,1,1,1,0,0,1
Q8TCU3,7,0,1,0,0,0,1,0,1,1
Q96HN2,44,1,1,1,1,0,0,1,0,1
Q9BQQ7,14,1,1,0,0,1,1,0,1,1
Q96NB2,17,1,1,1,1,1,0,0,0,1
Q9HBY8,27,1,1,1,1,1,0,1,1,1
Q9NTN9,53,1,1,1,0,1,1,1,0,1
Q6UWF3,18,1,1,1,0,0,1,0,0,1
Q9NPR2,41,1,1,1,1,1,0,1,1,0
A6NKC9,43,1,1,1,0,0,0,0,1,1
Q86UB9,20,1,1,1,1,1,1,1,1,0
Q9P283,74,1,1,1,0,1,1,1,1,1
Q16181,19,1,1,1,1,1,0,0,0,1
O95486,47,1,1,1,0,1,0,1,1,1
P78330,4,1,0,1,0,0,0,0,0,0
Q8IYX7,25,1,1,1,0,1,1,1,1,0
P0C7V7,6,0,0,1,1,0,0,0,1,0
Q9BR46,13,1,1,0,0,1,0,0,0,1
P13521,51,1,1,1,1,1,0,0,1,1
Q9BV90,3,1,0,1,1,0,0,0,0,0
Q9NZC9,60,1,1,1,1,1,0,0,1,1
Q96E16,5,1,0,1,0,0,0,0,0,0
Q9BQ49,3,1,0,0,0,0,1,0,0,0
P35325,34,1,1,0,1,1,1,1,0,1
A0A1B0GVV1,3,1,0,0,0,0,0,1,0,1
Q9BRV8,21,1,1,1,0,1,1,0,1,0
A0A1B0GVQ0,9,0,0,0,0,0,1,1,1,1
O75182,66,1,1,1,0,1,1,1,1,1
B2RUZ4,8,1,0,0,0,0,1,0,0,1
P22528,13,1,1,1,0,0,1,1,0,1
A0A1B0GUA5,11,1,1,1,0,0,1,1,0,1
A6NKU9,39,1,1,1,0,1,1,0,0,0
O94964,114,1,1,1,1,1,1,1,1,1
A6NHP3,32,1,1,1,0,1,1,0,1,0
O15524,10,1,0,0,0,0,0,1,0,1
Q9H4L7,71,1,1,1,1,1,0,0,0,1
Q5MJ10,28,1,1,1,0,0,0,1,0,1
Q9HAT2,15,1,1,1,0,0,0,0,0,0
Q15831,31,1,1,1,1,1,1,1,0,1
Q9HA77,23,1,1,1,0,1,1,0,1,1
Q86TL2,17,1,1,0,1,0,0,1,1,1
Q9Y3M8,61,1,1,1,1,1,0,1,1,1
P49675,19,1,0,1,0,0,1,1,1,0
O95425,190,1,1,1,1,1,0,0,1,1
Q6IE37,31,1,1,1,0,1,1,0,1,1
P0DPK4,17,0,1,1,1,1,1,1,0,0
Q15619,3,0,1,0,0,0,1,0,1,0
O60313,47,1,1,1,1,1,1,0,1,0
Q8N543,25,1,1,1,1,1,0,0,0,0
Q8NGQ5,4,0,1,1,0,0,0,0,0,1
Q9NZT2,73,1,1,1,0,1,1,1,0,0
Q96MG7,27,1,1,1,0,1,0,1,1,1
Q68BL7,55,1,1,1,1,1,0,1,1,0
A6NND4,8,1,1,1,0,0,1,1,0,1
Q96SN7,10,1,1,1,0,0,0,1,0,1
Q9BSG0,9,1,1,0,0,0,1,1,0,1
Q9C0D0,46,1,1,1,0,1,0,0,0,1
Q9UMS5,46,1,1,1,1,1,1,0,1,1
Q8TBX8,27,1,1,1,0,1,0,1,0,1
Q9H490,4,1,1,0,0,0,0,0,0,1
O00151,20,1,1,1,0,1,0,0,1,0
Q9H1Q7,25,1,1,0,1,1,1,1,1,1
O00743,10,1,1,1,0,1,0,0,1,0
Q08209,25,1,1,1,1,1,0,0,0,0
Q8TAE6,25,1,1,0,0,1,0,1,1,0
P48454,22,1,1,1,1,1,0,0,1,0
Q9NRQ2,29,1,1,0,0,1,1,1,1,1
O75038,107,1,1,1,1,1,0,1,1,1
Q8IWE5,68,1,1,1,1,1,1,1,0,1
Q16513,65,1,1,1,1,1,1,0,1,1
A1L453,9,0,1,0,0,1,0,0,1,1
Q5VXH5,10,1,1,0,0,0,1,1,0,0
Q9H4Q3,66,1,1,1,1,1,1,1,1,1
Q5SWL7,17,1,1,1,0,1,1,1,0,1
Q13308,53,1,1,1,1,1,1,1,1,1
Q86YD1,17,1,0,1,0,1,0,1,1,1
Q9H3S7,111,1,1,1,1,1,0,1,1,1
P61513,7,1,1,0,0,1,0,0,1,0
Q9H0U6,6,1,0,1,1,0,1,0,0,0
Q8WXG1,20,1,1,1,1,1,1,0,1,1
P62308,4,1,0,0,1,1,0,0,0,0
Q5TZJ5,92,1,1,1,1,1,1,1,1,1
Q9NR83,40,1,1,1,0,0,1,1,1,1
A8MWD9,4,1,0,0,0,1,0,0,0,0
Q6T423,19,1,1,0,1,1,0,1,1,1
Q3KQZ1,6,1,0,1,0,1,1,0,1,0
Q96H72,12,1,1,1,1,0,1,1,0,1
A6NKF1,20,1,1,1,0,1,0,1,1,1
P29377,9,1,0,0,0,1,0,0,1,0
P25815,4,0,0,1,0,1,1,0,0,0
Q9NUM3,7,1,1,1,0,0,0,0,1,0
Q6ZR62,22,1,1,1,1,0,1,1,1,0
Q9UDX4,8,1,1,1,0,1,0,0,0,0
Q14151,96,1,1,1,1,1,0,1,1,1
Q9NWF4,16,1,1,1,0,0,1,1,1,1
Q9BXY4,17,1,1,1,0,1,0,1,0,1
Q9UHA2,8,1,1,1,0,0,0,1,0,0
Q6UXX9,11,1,1,0,0,1,0,1,0,1
Q9NXZ1,57,1,1,1,0,1,1,1,1,1
A1A4F0,4,0,1,0,0,0,0,1,1,0
O76082,11,1,1,1,0,0,0,0,1,1
O15245,15,1,1,1,0,1,0,1,0,1
Q9Y230,24,1,1,1,1,1,0,1,1,1
Q8WXA3,36,1,1,1,1,1,1,0,0,1
Q96T51,40,1,1,1,1,1,1,0,1,0
Q70HW3,9,1,0,1,0,0,0,1,1,0
Q8N6K7,12,1,0,1,1,0,0,0,0,0
Q8NGQ3,5,1,1,0,0,0,1,0,1,0
Q8NGY3,7,1,1,0,0,1,1,1,0,1
Q96F24,13,1,0,1,1,0,0,0,0,0
Q7RTY7,47,1,1,1,1,1,1,1,1,0
Q8NGJ1,7,1,1,0,0,1,0,1,0,0
Q9BZF2,60,1,1,1,0,1,0,1,1,1
Q9H3D4,63,1,1,1,1,1,1,1,1,1
Q9UBF8,54,1,1,1,1,1,0,0,0,1
Q8IZL8,116,1,1,1,1,1,1,1,1,1
O15534,139,1,1,1,1,1,0,1,1,0
Q9UPN7,63,1,1,1,0,0,0,1,1,1
A8MUH7,39,1,1,1,1,1,0,1,0,0
Q9NVS9,12,1,0,1,0,1,1,1,0,0
Q9QC07,22,1,1,1,1,1,0,0,1,0
P00747,37,1,1,1,0,1,0,1,1,0
Q8WWY3,30,1,1,1,1,1,0,0,1,1
P11908,11,1,1,1,0,1,0,1,0,0
Q5VWM4,10,1,1,0,0,0,1,1,0,0
P86481,16,1,1,1,0,1,0,1,1,1
A6NGN4,13,1,1,0,0,0,1,0,1,0
O75475,49,1,1,1,1,1,0,0,1,0
Q9H2W6,16,1,0,1,0,1,0,0,0,1
Q8IWN7,272,1,1,1,1,1,0,1,1,1
Q9GZS1,26,1,1,1,0,1,0,1,0,1
Q13084,12,1,0,1,0,1,0,0,0,1
Q2KHN1,8,1,0,0,0,0,1,1,0,0
P52435,2,0,0,0,1,0,0,0,0,0
P78345,23,1,1,0,1,0,0,1,1,1
Q01534,14,1,1,1,0,0,0,0,1,1
A6NKD2,17,1,1,1,0,1,0,1,1,1
Q5VX71,26,1,1,0,1,1,0,1,0,1
O60279,58,1,1,1,1,1,1,1,1,1
P0DMP2,22,1,1,1,1,1,0,0,1,1
P0DJJ0,23,1,1,1,1,1,0,0,1,1
P43307,19,1,1,1,1,0,0,0,0,1
P32745,23,1,1,1,0,0,0,0,1,1
Q9UQF0,27,1,1,1,0,1,1,1,0,1
Q13190,17,1,1,1,1,1,0,1,1,0
Q14714,10,0,1,1,0,0,1,1,1,1
P30874,15,1,1,0,0,0,1,0,1,1
Q9UQ35,671,1,1,1,1,1,0,1,1,1
Q9BRV3,3,1,0,0,0,1,0,0,0,0
Q9BRL6,56,1,1,0,0,1,1,1,1,0
Q14140,33,1,1,1,1,0,0,0,0,0
Q9P1P4,4,1,1,0,0,1,0,0,0,1
P20226,28,1,1,1,0,1,0,1,0,1
B9A6J9,39,1,1,1,1,1,1,1,1,1
O43435,41,1,1,1,1,1,1,1,1,0
Q9HA65,40,1,1,0,1,1,1,0,1,1
Q2M2D7,5,1,0,0,1,1,0,0,1,0
Q7Z7N9,9,1,1,0,0,0,1,0,0,1
Q9UBK9,7,1,0,1,0,0,0,1,0,0
Q8IV63,51,1,1,1,0,1,1,1,1,0
Q9H6D3,8,1,0,1,0,1,0,0,0,1
P57081,16,1,1,1,0,1,1,1,1,1
Q9H267,20,1,1,1,1,1,0,0,0,0
Q96IR3,3,0,1,1,0,0,0,0,0,0
A8MQ14,28,1,1,1,0,1,0,0,0,0
Q5SVQ8,67,1,1,1,1,1,1,0,1,0
O75541,31,1,1,1,1,1,0,0,1,1
O75467,52,1,1,1,0,1,0,1,1,1
Q9UPR6,87,1,1,1,1,1,0,1,1,1
O96006,27,1,1,1,1,1,0,0,0,1
Q2TB10,64,1,1,1,1,1,1,1,0,0
Q96NI8,25,1,1,1,1,0,0,1,0,0
Q5BKZ1,75,1,1,1,1,1,1,1,1,1
A6NGD5,36,1,1,1,0,0,1,0,1,1
Q4V348,53,1,1,1,0,1,1,0,0,0
O15156,48,1,1,1,0,0,0,1,0,1
Q9NUE0,36,1,1,1,0,0,1,1,1,1
Q8IYP9,24,1,1,0,1,1,1,0,0,1
O75290,28,1,1,1,0,1,0,0,1,0
Q9BSK1,27,1,1,1,1,1,0,0,0,0
Q15940,8,1,1,1,0,1,0,0,1,1
Q96MV8,16,1,1,1,0,0,1,1,0,0
P36508,28,1,1,0,1,1,1,1,1,0
Q15928,14,1,1,1,1,1,0,0,1,0
O00488,10,1,1,0,0,0,0,0,0,0
P15622,29,1,1,1,0,0,0,1,0,0
Q15916,19,1,1,1,1,0,1,0,0,0
Q8N554,60,1,1,1,1,1,1,1,1,1
Q68DY9,9,1,1,1,0,0,0,0,0,1
Q8WTX9,30,1,1,0,1,0,1,1,1,1
Q8NCA9,28,1,1,1,0,0,1,1,0,1
Q9Y2P7,30,1,1,1,0,1,0,1,0,1
P52737,18,1,1,0,0,0,1,1,1,0
Q8NH79,3,0,1,0,0,0,1,1,0,0
Q15622,3,0,1,0,0,0,1,0,0,0
Q8NH83,6,1,1,0,0,1,1,0,0,1
Q5VV17,44,1,1,1,1,0,1,1,1,1
Q8NG75,4,1,1,0,0,0,0,0,0,0
Q12889,53,1,1,1,1,1,0,0,1,0
Q9BRB3,25,1,1,1,0,1,1,1,1,1
Q9BVI0,83,1,1,1,1,1,1,1,1,0
P55771,31,1,1,1,0,1,0,0,0,0
Q9H720,18,1,1,1,1,0,1,0,1,1
A0A1W2PR82,18,1,1,1,0,0,0,0,1,0
Q9BRX2,20,1,1,1,1,1,0,0,1,0
Q9ULN7,78,1,1,1,1,1,1,1,1,1
P37231,19,1,1,1,1,1,0,0,0,0
Q9ULM0,90,1,1,1,1,1,1,1,1,1
P24158,5,1,1,0,0,0,0,0,1,0
Q9NRZ5,7,1,0,0,0,1,0,0,0,1
Q9NUJ7,7,1,1,0,1,0,1,1,0,0
Q2L4Q9,26,1,1,1,0,0,1,1,1,1
Q96HE9,39,1,1,1,0,1,0,1,1,0
Q9UKY0,8,0,1,1,0,0,0,0,1,1
Q96BP3,26,1,1,1,1,1,0,0,0,0
Q8N4B5,45,1,1,0,0,0,0,1,1,1
Q9H6K5,272,1,1,1,0,1,0,1,1,1
P37837,22,1,1,1,1,1,0,0,0,1
Q16650,66,1,1,1,1,1,1,1,1,1
Q13769,34,1,1,1,1,1,0,0,1,1
Q53EQ6,66,1,1,1,1,1,0,1,1,1
Q9H5Q4,13,1,0,1,0,1,0,0,1,0
Q8TBZ9,4,1,0,0,1,0,0,1,0,1
O60235,11,1,1,0,0,1,0,0,1,1
Q16762,19,1,1,1,1,1,0,1,0,0
P05543,18,1,1,1,1,1,1,0,0,1
Q9P2T0,28,1,1,1,1,1,0,1,0,0
Q04726,65,1,1,1,1,1,0,1,1,0
Q4V9L6,22,1,1,1,0,1,0,1,0,1
A0A0J9YXG5,4,1,0,1,0,0,0,0,0,0
Q8NEK8,13,1,1,1,1,1,0,0,1,1
P32780,17,1,1,1,1,1,0,0,0,0
A2RU30,35,1,1,0,1,1,0,0,0,0
Q9Y4F4,118,1,1,1,1,1,0,1,1,1
A0A1W2PR48,16,1,1,1,0,1,0,0,0,1
A0A286YF58,49,1,1,0,0,0,1,1,1,1
Q66K66,22,1,1,0,0,0,1,1,1,1
Q9NZ01,10,1,1,1,1,1,0,0,0,1
Q96EY4,16,1,1,0,1,1,0,1,1,1
Q92544,9,1,1,1,1,0,0,0,0,1
O95932,30,1,1,1,1,1,0,0,1,1
Q5U3C3,6,1,1,1,0,0,0,0,1,1
Q8N2M4,5,1,1,0,1,1,0,0,0,0
Q14258,25,1,1,1,1,1,1,1,1,0
Q96FX7,15,1,1,1,1,0,0,1,1,0
Q13061,66,1,1,1,1,1,0,1,1,0
Q6ZT21,14,1,1,0,0,1,0,0,1,1
Q9NUP7,27,1,1,1,1,1,1,1,0,1
Q8WVR3,51,1,1,1,0,1,1,1,1,1
A0A075B706,4,0,1,1,0,1,0,0,0,0
Q9Y3Q3,4,1,0,0,0,1,0,0,0,1
Q86XT4,24,1,1,1,1,1,0,1,1,1
Q13472,58,1,1,1,0,1,1,1,1,0
Q8WZ04,7,1,1,1,0,1,0,1,1,0
Q9C0B7,35,1,1,1,1,1,0,0,0,1
P12270,208,1,1,1,1,1,0,0,1,1
Q9H3M7,27,1,1,1,1,1,1,1,1,0
O95881,6,1,0,1,0,0,1,0,0,0
P42681,28,1,1,1,0,1,1,0,1,1
Q6Q0C0,41,1,1,1,1,1,1,1,1,1
Q6A555,6,1,0,1,1,1,1,0,0,1
A0A0A6YYK7,4,1,1,1,0,0,0,0,0,1
A0A0A6YYK1,5,1,1,0,0,1,0,0,0,1
O00295,40,1,1,1,1,1,1,0,1,1
Q969D9,2,0,1,0,0,0,0,0,0,0
A0A0B4J274,5,1,1,0,0,0,0,0,0,1
Q7Z4L5,30,1,1,1,1,1,0,0,1,1
Q7Z4N2,93,1,1,1,1,1,1,1,1,1
A0A5B0,7,1,0,0,0,1,1,0,0,0
Q9C0H2,23,1,1,0,0,1,1,1,0,1
P62256,14,1,1,0,0,1,0,1,0,0
Q14694,63,1,1,1,1,1,0,1,0,1
Q9UPT9,10,1,1,0,0,1,1,1,0,0
Q8N806,27,1,1,1,1,0,1,1,0,1
Q969X6,17,1,1,0,0,1,0,1,1,1
P62068,12,1,1,1,1,1,1,0,0,1
Q99536,20,1,1,1,0,1,0,0,0,1
Q8IUA0,6,0,0,0,0,1,1,1,0,0
Q9UPY6,72,1,1,1,1,0,0,1,1,1
Q96G27,28,1,1,0,0,1,1,1,0,0
Q9UNX4,36,1,1,1,1,1,1,0,1,1
Q1RN00,21,1,1,1,1,0,1,1,1,0
Q6ZV60,13,1,1,0,0,1,1,1,1,0
Q75L30,8,1,1,0,1,0,1,1,0,0
Q86V86,22,1,1,0,1,1,0,0,1,0
O15541,29,1,1,1,0,1,0,1,0,1
P62847,6,1,1,0,1,1,0,0,0,0
P42677,6,1,0,0,0,1,1,0,0,1
Q9UHI7,26,1,1,0,0,1,0,1,0,1
Q9Y2D2,9,0,0,1,1,1,0,1,0,1
P0C874,64,1,1,1,1,1,1,1,1,1
Q9Y224,14,1,1,1,0,1,1,0,1,0
Q8TD33,3,1,0,0,0,0,1,0,0,0
Q53H47,29,1,1,1,1,1,1,1,0,1
Q96LD1,18,1,1,1,0,1,1,1,0,0
Q9BYH1,49,1,1,1,1,0,0,1,1,0
Q68CR1,50,1,1,1,1,1,0,0,1,1
O14492,57,1,1,0,1,0,0,1,1,0
Q07699,12,1,1,0,0,1,1,0,0,0
O95562,8,1,0,0,0,0,1,0,1,0
Q92765,13,1,1,1,0,0,1,1,0,1
Q86XK3,26,1,1,1,1,1,0,0,0,0
Q96JE7,94,1,1,1,0,1,1,1,1,1
Q9H4B6,32,1,1,1,1,1,0,0,1,1
Q9Y3A5,8,1,1,0,1,1,0,0,0,0
Q2M3M2,30,1,1,1,0,0,1,1,1,1
Q8WU76,12,1,1,1,0,1,0,0,0,1
P51168,27,1,1,1,0,1,0,0,1,1
Q8IUW3,32,1,1,1,0,0,0,1,0,0
P38935,52,1,1,1,0,1,1,1,1,0
Q5VVC0,7,1,1,0,1,0,0,0,1,0
Q8N9U9,16,1,0,0,0,0,0,0,1,0
Q6ZMD2,18,1,1,0,0,0,0,1,1,1
P09012,23,1,1,0,0,1,0,1,1,1
O60493,4,1,0,0,0,0,0,0,1,0
Q96EB6,44,1,1,1,1,1,1,1,0,0
Q9UIB8,19,1,1,1,0,0,1,0,0,1
Q96DD7,22,1,1,0,0,0,1,1,0,1
O75391,25,1,1,1,1,1,0,1,0,1
Q9C093,102,1,1,1,1,1,1,1,1,1
Q9HBM1,11,1,1,1,1,1,0,0,0,0
Q8WWF3,25,1,1,1,0,1,0,0,0,1
Q92783,33,1,1,1,1,0,0,1,1,1
Q9C0K7,26,1,1,1,1,0,1,0,1,1
Q9UMX1,34,1,1,1,1,0,0,1,0,1
O14804,7,1,1,0,1,1,0,0,0,1
P48643,21,1,1,1,1,1,0,0,1,0
P49591,23,1,1,1,1,1,1,0,0,1
O75410,87,1,1,1,1,1,0,0,1,1
Q86V81,37,1,1,1,0,1,0,0,1,0
Q13888,11,1,0,1,0,1,0,1,0,0
Q8NBT3,18,1,1,0,0,1,0,1,1,1
Q8IV31,14,1,1,0,1,0,0,0,1,1
A6NCN8,18,1,1,1,0,1,0,1,1,1
A0A0A0MT87,4,1,0,0,0,1,0,0,1,0
Q04725,61,1,1,1,1,1,0,1,1,1
A6NEH6,7,1,1,1,0,0,1,0,1,0
P04053,28,1,1,0,1,1,0,1,1,0
Q8IYJ3,38,1,1,1,1,1,0,0,1,1
Q9P2C4,48,1,1,1,1,0,1,1,1,1
Q4KMG9,6,1,1,0,0,0,1,0,0,0
A0A0U1RQS6,25,1,1,0,1,0,1,1,1,0
Q8N8B7,21,1,1,1,0,0,1,0,1,1
Q8IYL2,46,1,1,1,1,1,1,1,1,1
Q6AZZ1,18,1,1,1,1,1,0,0,1,0
Q6F5E7,12,1,0,1,0,1,1,1,0,0
P09493,35,1,0,1,1,1,0,0,0,0
Q96RJ3,29,1,1,1,0,0,0,1,1,1
Q96HE8,17,1,1,1,0,0,0,1,1,1
Q8WVJ9,27,1,1,1,0,1,0,1,1,1
Q9UJ04,30,1,0,1,1,1,0,0,1,0
A0A0B4J248,3,1,1,0,0,0,0,0,0,0
Q2T9J0,18,1,1,0,0,0,0,1,1,1
P54219,17,1,1,0,1,0,1,1,0,1
Q86UX7,26,1,1,1,1,1,0,0,1,1
Q70CQ2,154,1,1,1,1,1,1,1,1,1
P0DN76,11,1,1,1,0,0,0,0,1,0
Q9GZS3,7,1,1,0,1,0,0,0,0,0
Q9H967,42,1,1,1,1,1,1,0,1,1
